"position","sim_001","sim_002","sim_003","sim_004","sim_005","sim_006","sim_007","sim_008","sim_009","sim_010"
7846,4497,9011,9071,5039,17217,17484,742,6520,6734,15439
7847,13577,5107,3958,13122,17400,11096,17141,4491,6362,13435
7848,4430,12917,745,4360,10214,14956,6300,1423,3016,11563
7849,5599,11350,12593,17764,966,11899,2519,18510,6248,4460
7850,493,9578,7294,6993,13378,14487,9324,16538,6881,16365
7851,7854,12247,19368,7789,14439,15126,17918,14831,3368,784
7852,19459,10957,5859,5708,12772,12679,6768,12793,14030,5237
7853,9916,5938,13790,751,3822,439,17914,10981,7580,13805
7854,2981,17554,5301,12994,1467,9644,10410,16626,202,10954
7855,10544,15413,5256,6776,13811,3106,14784,14233,10616,16513
7856,9808,12250,18286,4764,11572,10317,1115,17597,5038,16144
7857,13926,1969,11123,19551,11813,5932,18244,6281,11709,6568
7858,12810,14529,11517,2425,17709,2885,11776,18997,1915,6252
7859,13594,10409,17369,18170,4094,16836,19808,8484,14506,16256
7860,1081,14989,18404,17101,17995,11313,12369,7129,13110,10258
7861,16344,4577,1045,1293,10304,4353,19842,2691,14705,2750
7862,13432,16790,11490,5731,1506,18470,5698,7991,15675,1574
7863,596,15959,289,11266,6972,5470,13933,15949,11707,5403
7864,10325,2911,1312,8524,8125,6808,5262,17262,8538,13660
7865,16236,19095,11977,16650,5578,19367,2157,15974,12206,15027
7866,13204,12462,3245,2003,5466,10215,11097,10551,5856,11584
7867,4932,18271,5628,6153,3296,9272,11538,12740,13272,17397
7868,1946,6685,2587,17251,17875,5207,14693,1278,16284,15247
7869,5694,11431,5343,1397,11673,16302,3208,7456,13762,7059
7870,10304,3928,1068,1323,314,17556,11162,9177,12925,1463
7871,14069,15235,15997,1139,1470,3740,6407,3698,16454,15088
7872,14276,7593,16573,4710,9617,8789,10278,5989,3497,10812
7873,2997,12572,4021,13492,14388,14785,12450,13075,11001,14480
7874,13785,244,13517,13160,14747,19889,19470,16771,4654,8264
7875,7446,8905,5346,14539,9123,214,10982,7054,962,2036
7876,17190,6864,2674,1574,3106,14755,2044,11249,5287,13531
7877,2426,1839,2957,1078,4871,19416,2359,19193,6119,4748
7878,19816,6347,11897,9304,15165,18367,5820,5155,18918,6285
7879,2794,9813,3556,14222,15241,6002,12881,13268,7476,5512
7880,19467,19915,6006,15692,11487,2729,3513,11177,11791,7691
7881,19116,8943,15165,12288,18163,2212,8419,1072,14749,13052
7882,17709,11904,11223,16156,612,8727,1615,4287,2998,9653
7883,1731,12084,8418,18587,4571,7314,11191,10056,19739,355
7884,8352,4383,13094,14627,3483,860,13718,16641,1815,3173
7885,9666,3579,4952,2883,9848,16233,1057,1870,1341,14013
7886,9426,6748,12032,8911,5050,4401,11314,18113,18140,19399
7887,10490,8469,12870,14543,16573,8033,17990,19431,16789,9085
7888,12893,18459,5426,14367,18640,5861,8924,4924,15879,239
7889,18231,11679,17197,4499,17886,2193,9154,2153,10351,10244
7890,17424,11462,19730,14007,15841,16601,9791,8636,12148,17108
7891,11550,6927,3497,3889,14453,1168,5877,6384,2311,10877
7892,15016,14806,5950,9083,6007,16333,18385,15434,19976,10623
7893,19511,11931,1200,5601,6829,12756,16928,15725,1303,2517
7894,513,2230,15666,18871,12948,15402,16818,9995,9413,11902
7895,5399,17258,15495,19238,7483,14567,1628,13618,10872,4196
7896,4405,12385,841,10603,6910,13115,11189,14345,1074,10099
7897,1867,460,13577,15687,19417,7200,17765,15730,1412,8162
7898,3755,10120,868,7508,6377,281,4408,12743,10877,12087
7899,17581,18217,17591,18051,8145,10253,2037,17088,1891,9238
7900,17204,11040,485,17969,9310,11319,15200,17013,7921,9842
7901,6357,11199,13134,15871,13837,11808,6562,18958,6435,12731
7902,19392,6979,1466,18193,14444,7095,2767,15206,10391,8671
7903,7586,5671,12323,2965,8399,18735,9432,7017,15355,6570
7904,5213,8232,9898,14840,5763,16282,7447,14634,5893,10596
7905,8962,8364,4600,15608,16123,3897,5032,10477,17132,9734
7906,9996,3473,9327,17687,18158,146,5451,18387,17132,15782
7907,15460,19674,8801,12833,3757,4012,181,15052,6379,15697
7908,1512,16965,13481,1658,10633,17378,17836,6396,9827,18549
7909,8276,1283,13765,18361,6892,13363,14188,4136,6750,19673
7910,19804,8653,16188,6593,6888,1213,11939,18741,5945,16421
7911,13504,18547,10293,10959,5520,846,18346,15414,3343,4297
7912,7257,10650,8023,8373,2827,18015,19414,5251,15673,8448
7913,2873,7514,6001,5347,4854,3679,12508,13900,11020,12885
7914,14853,8853,19224,3009,17792,8828,15752,5319,17074,18886
7915,7992,6741,1008,3145,8108,3289,4238,11173,1883,10092
7916,5976,5412,14370,12186,11644,6942,15094,11112,9407,15097
7917,17761,3333,7826,10085,14403,12884,3754,5595,14844,9901
7918,17273,12624,2521,8279,7987,11971,9228,17538,7662,12821
7919,16151,762,11945,17570,14276,12137,882,13559,3874,4670
7920,12168,13698,1568,15792,3045,16065,7454,3864,14262,13783
7921,17879,6205,2533,9353,6086,3855,9091,9668,19513,178
7922,4122,11166,4732,4167,11579,8178,8779,822,10868,17749
7923,10932,2247,18905,5072,570,6754,9071,489,13453,10378
7924,1271,16160,18949,2883,4635,7084,11845,9480,16430,8806
7925,18402,657,17108,15907,17018,5488,17054,4716,7310,8858
7926,15545,15740,159,13994,7223,13778,6998,10567,9642,8082
7927,8260,14873,8617,10606,13186,10368,19000,6736,12705,15524
7928,17939,15846,7247,13253,8951,3831,12145,5792,16303,8099
7929,15446,16838,10375,12534,4215,17110,7753,15572,12165,8160
7930,3603,6703,17240,18683,6034,3965,1494,5415,9216,12861
7931,14122,10984,5217,10542,15129,2422,18330,17196,19303,1879
7932,4046,15963,18017,11430,14816,9622,2984,3098,1240,17802
7933,3114,2613,18738,7725,10339,10433,2088,6283,13218,19558
7934,10847,14462,5473,12611,5218,8301,14964,1157,16786,15460
7935,18042,16595,15627,6940,13073,19615,7798,8804,11482,2521
7936,8328,13476,16041,11002,17602,3245,6816,12786,12992,388
7937,7265,13128,1335,9995,4871,14787,19675,684,8923,1276
7938,8464,4543,3645,10498,11199,1036,9424,18552,12895,19303
7939,690,8740,2641,4212,12134,18526,3225,5742,2765,4901
7940,7415,5142,19189,6953,4819,18032,12312,15006,18857,10676
7941,10963,5907,6188,16157,8634,14388,17147,14792,10468,7937
7942,4828,10459,11395,3467,18306,16974,14908,17177,11473,4622
7943,12913,5822,3559,290,15925,13981,7788,10426,19859,6026
7944,16882,19128,17616,2599,8852,12005,5556,18486,2205,4649
7945,17890,6902,11875,11690,18411,11797,8241,14275,7390,19551
7946,8790,19873,15516,2163,6067,8329,14372,4279,15703,8179
7947,2531,17991,3431,17896,9291,14091,1590,18979,781,3426
7948,2154,2563,8579,3211,16249,12573,7723,9212,10344,10663
7949,19535,13354,7870,15096,11852,3199,11554,3475,11155,10656
7950,4115,6660,5675,6351,18609,2482,3824,17872,5916,16382
7951,16549,8595,3332,19726,14041,5035,9673,7222,7923,11053
7952,4977,13401,1584,12075,9999,5957,19201,9320,5091,1897
7953,15967,5025,14709,12556,1031,7793,15784,10065,16512,4882
7954,1745,11217,15619,18861,15306,7192,8466,9233,11229,6158
7955,7557,1611,16068,4124,7175,10477,5991,16924,15123,10688
7956,11392,5845,15818,10398,9153,19487,8895,18541,3433,3184
7957,19728,10958,5711,4514,15923,19601,10922,18854,7043,16384
7958,8542,5317,16319,546,16756,8671,4487,7110,10615,12261
7959,10083,13674,9486,235,4416,9610,9752,2719,1473,5173
7960,10067,6169,10108,455,10818,12211,1889,14638,19806,2112
7961,1808,2084,6903,2673,11376,16465,4467,4119,9406,11287
7962,16168,16514,3948,11018,15098,11667,4028,12914,5668,15676
7963,12778,11438,1845,12271,17952,6621,8221,13446,5759,16612
7964,5566,6142,1282,15680,5657,11628,262,845,14810,13992
7965,18339,8025,5512,9536,308,7997,338,3553,3241,17292
7966,6875,16523,10367,12338,19090,2210,1412,17954,16917,19154
7967,12606,5212,1250,2019,13907,374,12795,18292,9441,14003
7968,10090,1284,9709,12682,528,3474,11532,19658,6857,11949
7969,15601,3753,923,14512,6572,8874,19533,10406,11484,19802
7970,16575,17225,15905,10573,19824,12227,5872,11774,2615,14938
7971,14337,16701,978,7580,14310,15182,15368,3346,10853,12960
7972,15941,14396,1969,1340,7044,14621,3897,9979,8437,16172
7973,2950,17329,7563,13771,7369,18345,102,19241,6199,2155
7974,1453,12790,13383,5093,8394,2773,17128,2835,6766,4821
7975,3034,964,11776,7612,867,17268,442,8517,17424,10566
7976,14099,10555,18526,18686,4118,10526,5248,12107,4960,16838
7977,2422,4552,7048,13050,15850,3379,334,7584,16836,6286
7978,851,6861,9334,16880,130,15322,11525,13421,11400,17375
7979,14068,6068,14865,9537,2113,9873,13704,4807,11623,4351
7980,16882,727,12961,10852,14056,16728,11327,16959,16699,15438
7981,6362,10742,2862,12948,469,17581,18953,19483,15892,1865
7982,3058,7400,4704,9798,13765,4018,10544,6375,4169,911
7983,1262,10100,15403,19667,18228,9592,7223,14502,14149,7486
7984,4553,19184,17134,13753,9203,10387,5947,18139,5846,10699
7985,4334,19261,3675,19118,14071,2005,12872,1589,15128,14660
7986,18007,19312,270,15244,14954,10470,2593,14962,13676,17976
7987,7069,16692,15698,1076,13889,2599,5056,12776,1709,18685
7988,14143,9845,1905,13687,14730,12445,7645,4993,14759,16361
7989,3007,4587,17930,4835,18278,2019,6517,11810,3548,18376
7990,7199,9893,10021,12487,9455,13856,5010,9922,10145,1394
7991,5958,11846,10495,5943,5833,17279,4120,4243,3815,2035
7992,2891,16949,12534,8252,760,19651,14306,17528,15244,12577
7993,374,10157,15898,233,8591,14880,4736,8998,13228,873
7994,15012,9232,6557,5344,2186,14433,8630,19170,4782,13316
7995,18416,9290,13504,8249,4554,9503,692,10516,17840,18412
7996,15242,11302,1294,13206,3837,11974,3385,15023,2809,5741
7997,14504,1424,17011,4417,15281,4473,721,3371,5095,11621
7998,13203,10389,6861,2585,19134,6624,14784,14399,18252,19570
7999,16313,6362,17528,9212,2162,12434,7490,10846,1328,19048
8000,2184,1873,4658,16195,6209,12637,12706,12486,19964,17277
8001,4400,8331,2305,5401,2886,8044,7324,5598,19297,19170
8002,15829,18223,8991,18278,16480,15939,5921,11771,17665,19760
8003,4194,8925,13277,16334,1205,4268,1005,16445,15085,17079
8004,10457,4221,5256,12702,7013,19145,17481,10979,1549,11831
8005,870,1619,118,6242,3988,17341,10948,962,5389,16759
8006,18483,13590,18789,14313,14011,13973,15554,6497,15344,6052
8007,9818,18995,9323,10585,3145,6122,1200,19604,8558,10610
8008,18308,6860,16208,4459,14351,11815,10998,18980,3148,8588
8009,10156,10445,12309,14012,7059,8623,10966,10813,2452,13387
8010,14061,6907,9009,12416,16851,8066,19143,572,7920,6569
8011,19496,12775,14368,8641,9042,2518,15279,10271,10414,12014
8012,14720,5658,12581,16142,9625,9139,19411,3847,19755,16537
8013,588,17431,2953,12869,16969,19328,18070,6927,4023,18218
8014,221,8009,15877,11750,15086,17605,9038,8759,17048,13365
8015,19994,19192,11525,14003,8962,151,15203,4192,14472,13358
8016,909,2893,3088,12320,4043,13563,17088,10743,11553,16838
8017,692,5635,11120,13478,17053,12178,6273,3918,9674,11393
8018,4059,5937,12365,10967,18322,1613,19659,6667,5929,2072
8019,6935,463,15645,9475,15950,10312,9666,18400,4659,2205
8020,16115,14304,3686,13925,9632,5483,16578,7807,8488,7261
8021,16322,6337,9487,10688,8645,18101,7402,1257,11142,13909
8022,18081,11631,546,10533,15741,14423,18853,455,3642,623
8023,13849,18326,2442,16398,1979,1288,19238,2148,15483,10703
8024,6217,11983,15478,18111,3597,14033,10064,7784,15388,13941
8025,14142,6892,19876,2606,7873,4418,13234,5249,786,11829
8026,10568,15907,19488,7556,13481,12693,14676,5280,12248,10520
8027,901,10305,11914,13019,3071,9460,19116,18066,5303,12063
8028,5338,9368,11130,10276,14202,6996,3971,12508,9304,1775
8029,11184,18310,4097,13359,1951,3509,6260,6914,17702,17461
8030,3795,8133,15364,8849,8842,19673,9686,6017,786,4128
8031,17937,17507,8954,12063,19297,13423,16017,16621,15651,8072
8032,4631,16453,4328,1174,9517,6884,19273,2428,11160,10204
8033,12220,6760,1831,13805,860,13457,19847,17464,11981,13525
8034,8437,212,15056,14413,182,18457,2072,10416,13705,6031
8035,14330,978,15495,14863,1045,18589,9722,8064,1699,7177
8036,5436,18690,4767,16803,10404,6507,5121,9775,15110,5147
8037,2055,1425,19980,16840,14102,10890,1599,5897,13287,18946
8038,16535,11986,3325,5395,5810,14818,16327,7248,17760,694
8039,8557,14191,1697,17372,11573,4795,1358,8039,6038,12252
8040,13778,6599,5712,4276,162,3431,12591,9217,2871,14555
8041,17703,18731,18957,6374,18193,18492,12847,19356,17692,17273
8042,3833,6243,18274,11684,11417,1372,16194,5078,17535,5520
8043,15260,3971,19612,11314,6770,7274,8948,9769,8268,16264
8044,7540,3214,18681,2116,14055,11480,7776,6554,3187,14239
8045,1524,12839,17750,1399,12079,10950,17540,3681,4333,4452
8046,1025,9442,18987,13522,645,15137,19984,812,6492,1202
8047,5129,14652,18567,3178,623,10566,14572,16777,5689,6114
8048,1202,5566,1082,1633,1951,14796,4505,18335,575,14483
8049,528,8844,310,6003,18514,10065,18463,17963,850,14244
8050,8099,14621,16046,19201,882,9558,1164,11183,3247,7337
8051,10128,19671,6753,9439,7454,6251,4541,1041,6539,7219
8052,9074,7967,12906,18128,14956,5847,15791,5217,7934,1684
8053,2270,12521,6616,11158,12532,9928,1241,15077,9039,8528
8054,15575,5181,11799,758,908,13573,2962,14830,11338,15377
8055,7695,13220,8832,13755,10007,11790,3277,5473,19120,1228
8056,13254,9200,16139,5332,150,3122,9090,12076,7477,14054
8057,18224,15064,18002,3744,18238,14563,4023,16045,7603,653
8058,3339,14726,1329,19824,18637,17979,873,2497,3731,12121
8059,19549,19625,9687,7317,9021,5867,5898,18188,8266,1966
8060,1128,566,5056,19492,13724,6249,2056,7561,9504,12020
8061,6830,2470,18015,17516,897,5512,17326,14691,12018,14182
8062,11471,9524,4616,15426,18033,17402,11943,18542,1847,17200
8063,8517,16016,2026,12819,8412,18951,1897,11279,14244,17069
8064,12821,3830,3780,10559,2339,18730,7860,14130,14519,2891
8065,1570,5449,13872,9169,5482,14379,17646,6880,3565,10068
8066,12102,6922,11835,15966,6989,1463,14230,15458,14653,9761
8067,18823,2365,13804,9196,19259,9933,16323,16061,15140,7842
8068,5535,14231,18027,16652,9365,13519,5104,8670,7976,1968
8069,13952,11871,10355,13153,14499,14651,11112,14019,19876,12356
8070,13889,2001,4415,12738,17478,10468,19103,6649,5334,16275
8071,4856,15111,10836,6298,5136,458,5514,9518,18219,8384
8072,16734,11774,10869,13601,2321,13166,2605,6427,15769,12643
8073,15074,18174,4885,7465,3400,11728,7543,1960,739,4751
8074,3049,1785,12875,17459,14484,10937,7552,1114,2079,9436
8075,3658,6553,16496,8478,19014,10426,10299,18714,8448,12081
8076,6251,4945,15325,15787,18316,2331,18219,8286,2956,2381
8077,8441,12107,13113,18875,18351,13067,1508,6430,19206,15208
8078,16791,3230,12472,16643,5762,2756,8199,14268,6307,18383
8079,9120,5326,3028,3636,17108,13519,19498,17665,5865,1538
8080,10932,9696,15960,17572,19291,11504,4440,13444,13855,10571
8081,18131,7819,4242,12444,6571,9896,14378,17517,295,16766
8082,7025,7577,2218,13349,9202,11887,2414,10509,6014,15832
8083,1236,4557,15559,120,8540,812,5969,654,19215,4482
8084,18819,14170,6748,6970,19151,10605,17972,8413,11771,5758
8085,19561,4151,17581,16013,16853,11428,6283,472,12176,10496
8086,5029,10498,17181,11674,10124,4548,7542,16398,14396,19713
8087,11901,10453,18843,15541,2251,17409,15851,17216,7956,7991
8088,7497,12616,16507,19050,16796,6494,13248,19855,17627,1475
8089,18657,9760,4070,3213,11396,6915,6172,4855,6860,13281
8090,14876,18747,17074,511,13594,6972,11217,4017,16409,1971
8091,17389,17812,16259,5316,5505,1843,2820,14773,12023,10429
8092,13914,12731,13150,12943,10716,9633,8787,17941,11052,688
8093,6132,14042,8093,9650,4821,5113,16001,12226,3912,18407
8094,4401,7811,18398,16821,18281,8221,18592,954,5614,19819
8095,7365,13614,18706,5672,7532,19431,352,17598,16431,19343
8096,8862,15811,14252,12802,6230,9124,6174,770,8470,9127
8097,19613,16675,6304,7334,592,15844,14693,19302,16389,13168
8098,6613,8113,6071,4293,11924,18502,1586,3106,13820,11202
8099,19013,8859,11501,6257,11339,1103,4174,8338,12530,19090
8100,11079,3142,9691,9811,12005,5338,14369,4470,19647,17096
8101,5188,5361,15541,6251,6084,4439,19248,12455,12399,1175
8102,1437,3548,12106,14292,7515,16424,7610,14029,4672,17137
8103,7650,6125,16838,11589,9095,8208,12917,18166,10267,7281
8104,601,9081,11436,9977,4147,6553,14114,2548,4810,15429
8105,10779,18645,10788,10066,5846,10341,7903,19145,4982,15740
8106,4863,16855,8764,17312,17554,17160,6545,6519,18416,13218
8107,14330,13202,7762,15731,14530,11034,4940,7884,7244,326
8108,8568,7208,11898,17192,4643,19513,117,17646,15619,17804
8109,15603,3692,18871,4833,12320,18348,9086,13302,12664,2581
8110,13327,15332,8696,12215,3049,16903,2279,7614,9703,1102
8111,5849,1389,3377,10442,6868,16184,9150,4944,2125,7578
8112,13126,17274,5348,6828,18245,6004,4988,8610,368,7485
8113,9041,7503,17369,14254,12482,5383,16563,15043,7414,18381
8114,19262,11546,9889,4893,7176,6788,12412,18068,11880,13051
8115,9678,7341,19612,6486,15848,7558,18473,7382,10711,12661
8116,12407,1940,6195,5274,4837,4653,15979,11983,7203,6152
8117,4785,2184,17989,10245,3647,491,10750,19562,9100,5544
8118,13780,2739,11819,454,15398,2537,7631,7922,19966,13621
8119,305,13107,12316,14501,7545,17531,11364,285,1384,11039
8120,1248,15233,11417,12799,17375,10391,13820,10955,10299,3200
8121,891,10424,19601,15143,17593,3320,15386,9093,4133,14030
8122,5790,16962,18589,726,1061,9673,310,16166,19103,19881
8123,2899,1213,663,18885,263,5305,9682,8060,14477,7820
8124,5637,16501,17377,6927,7366,18562,6058,2095,5280,7704
8125,9696,16152,11729,17954,2599,15782,8616,17689,11891,9282
8126,14704,11208,1869,13363,15778,10580,1783,16123,9467,15592
8127,10544,14417,15348,9888,13500,9621,1799,5178,15617,19302
8128,11009,432,14014,5864,12039,7443,12073,18788,14083,4644
8129,10324,6320,2910,9225,6779,15252,9883,11771,17155,6356
8130,805,12084,1311,10684,15526,9974,6416,4391,11102,5868
8131,3329,6310,15606,16559,3894,8013,8183,5663,3401,2777
8132,15123,16245,8930,12916,10368,4614,1173,7297,6476,11211
8133,9936,10122,4166,12941,6622,14871,1835,13727,16748,4829
8134,12327,12280,11145,13371,14390,4790,8464,4063,577,10666
8135,6351,7518,10891,7970,2536,15020,8880,435,14687,458
8136,6598,834,13425,13715,12535,9368,6942,8883,14912,14996
8137,1635,2923,13473,5827,11205,12385,13826,5141,19354,5156
8138,19042,7748,9660,1185,16046,17984,3709,17038,8243,14942
8139,7661,3274,2213,3552,11248,2832,8888,3731,11472,9058
8140,9869,2106,4455,13853,16725,7621,4240,16268,13248,15268
8141,5113,147,19984,4149,10189,9357,6813,12402,11915,9693
8142,14712,18014,7497,5699,13571,5457,2337,11590,5634,14260
8143,9127,254,8813,9189,8672,17663,9282,14673,19437,3548
8144,4745,2615,5232,7488,14324,1540,3909,17452,5883,18262
8145,7331,14515,7001,11351,4519,18312,10395,16975,19173,1921
8146,3094,14381,14232,1720,11039,11189,17152,13800,569,9991
8147,1286,6761,12234,19386,18937,769,19304,7177,14975,10151
8148,7314,11530,12149,1477,17764,5849,4371,19243,4398,10895
8149,11308,13311,15288,8180,13014,12324,6734,7953,17495,6201
8150,4362,9429,16635,12896,18335,2450,15776,12250,9406,17817
8151,4740,6134,12462,5151,6984,10158,11794,7556,9601,13073
8152,3350,2583,3288,16199,9272,9278,15418,17081,10602,19848
8153,2839,4688,10883,14171,6485,19541,17574,16428,16071,10305
8154,5848,14301,16883,12788,8152,8492,11093,17469,7108,4292
8155,16693,7606,9380,7619,14456,15006,6124,1677,6196,13607
8156,3048,11444,18379,958,3859,17978,14045,11739,1550,18590
8157,19554,16835,3619,10607,18244,13858,7529,10818,17818,6519
8158,16584,15859,2482,6206,17968,17861,3834,17652,272,3129
8159,14261,6599,8015,19772,10031,1320,15354,8654,3205,17660
8160,13701,16476,14549,3239,1545,14993,1805,14490,5259,10720
8161,3993,10069,14725,18321,3728,6516,9174,12005,333,2498
8162,18887,4788,7451,2999,8579,7598,5385,16922,10483,19541
8163,8430,1886,4053,8661,17400,5395,7171,18017,3905,11041
8164,4369,1761,14385,11491,2662,17971,14095,10864,16804,8845
8165,7774,7950,5735,14827,10731,7212,18927,6672,1036,5046
8166,7933,14751,8696,13877,893,18366,3423,10431,5444,355
8167,463,6068,13576,19876,10856,16659,13398,4646,9361,6234
8168,8340,18426,6958,15051,16411,2815,17992,15649,1988,16144
8169,14990,6497,11401,16440,4348,15626,14718,12109,6672,9597
8170,18527,15029,16176,4194,16340,3068,12051,10009,1073,9148
8171,16742,2515,16989,9664,4261,1028,9259,6865,14145,6234
8172,9034,18576,17011,4856,18622,3685,19385,18275,2430,6104
8173,5768,17247,11727,13616,14851,17161,16196,7482,15722,13510
8174,3956,1365,7009,8704,1374,17146,3827,16339,13050,10121
8175,3283,2333,11330,11165,4548,8281,8347,7037,7221,15180
8176,7506,13056,14155,1671,17242,15783,13794,12556,8548,15157
8177,14038,19380,14214,13208,15970,18255,8534,17380,5547,6191
8178,8111,10654,19915,2922,12775,8402,5959,6238,818,6383
8179,11533,9722,13178,17566,18390,10978,19153,5204,12371,16233
8180,7084,18229,3060,18634,10319,12447,881,19166,7651,9817
8181,12249,2143,9233,8701,5923,10977,13321,1204,6593,12449
8182,12362,17374,244,9211,12568,3775,7689,17456,5442,2759
8183,18448,17965,8236,15660,19874,6394,6266,2761,1825,14291
8184,847,13705,12485,7125,11092,15447,16592,12126,4108,13245
8185,8373,11235,15196,694,18523,7629,11421,2242,14237,8993
8186,953,18497,9861,19386,7297,16043,12935,6329,13756,1920
8187,11185,3539,14810,4872,10589,18313,10749,3268,2815,4950
8188,18114,13960,7477,4959,841,7430,15484,1891,15133,4113
8189,18783,2930,1995,17394,16537,5026,7725,13555,15592,5922
8190,3058,9792,15318,7129,1769,2106,3603,11186,1993,4716
8191,9344,12340,8041,11196,16080,1921,18715,9573,14242,18251
8192,6429,12047,11452,12664,7957,4038,4096,13089,18834,15348
8193,14911,10676,13712,5669,12408,11393,5693,13790,8574,16505
8194,3013,8753,1457,16754,16491,1350,16725,3010,4894,16678
8195,6737,10745,7233,7244,5310,8551,19577,17748,10410,19654
8196,7145,5807,180,19867,14747,8172,5320,14130,16375,14315
8197,4387,15660,14076,5691,13175,12519,13568,757,14357,14328
8198,5324,4832,10790,179,19926,17685,15654,7182,7722,2526
8199,11843,7150,17980,8002,8809,6128,18247,17107,2247,10548
8200,4650,8961,2202,15087,15749,17768,11671,4737,18030,4063
8201,3179,6891,6708,9657,9480,6233,10855,18805,2198,1837
8202,210,9923,9092,9194,17833,12482,19797,1419,4251,8120
8203,7993,3861,10817,9898,19012,14033,17478,16167,18390,939
8204,10966,4444,6786,2250,15639,15810,8963,15247,18116,12094
8205,3885,8520,17612,499,9609,19751,9402,14424,12794,3201
8206,10073,897,12834,4967,7298,14207,19142,4607,19685,15884
8207,7854,3206,8123,1148,4315,335,16789,13106,3274,10560
8208,18909,4900,4553,9041,5342,2092,2094,9481,5959,14626
8209,4377,1788,9116,15340,12621,2230,937,7444,14378,12533
8210,4541,3440,9818,17580,12430,18922,6407,7125,14956,13042
8211,2162,141,16577,6324,19650,18355,2919,9835,13371,13825
8212,16915,9005,12588,19417,14117,15479,17111,3896,3304,1519
8213,19857,1400,17369,11540,4995,3481,4993,11762,17143,18485
8214,3217,6860,4456,14979,11280,13491,10063,16632,8969,11663
8215,5481,12888,14880,2715,10089,16354,4732,4829,12419,15467
8216,5863,5740,12964,10569,19034,18835,7985,7706,12437,13004
8217,601,16409,9818,10925,13826,12156,10601,11867,1730,5321
8218,15904,236,13961,17022,10283,14503,14822,5610,18267,9454
8219,7375,7624,962,2594,15995,9096,19358,14728,12351,10613
8220,18904,814,15076,19552,14195,10056,8991,10525,15432,2492
8221,11343,1078,8735,8474,18706,5197,3046,3442,8408,19862
8222,13498,5413,6974,6514,668,9789,5238,13355,11152,2832
8223,2734,16777,18525,11377,11291,18429,5999,10379,2050,6638
8224,921,8969,17859,1096,19253,11797,9013,5732,2247,7042
8225,19722,18426,7213,15253,2460,12994,17606,7470,9056,16761
8226,3735,924,12272,13114,17608,1044,11037,2656,5007,16058
8227,14574,1931,9239,18247,19319,9935,12173,5082,7362,8673
8228,3214,15540,12829,13192,13219,2492,3357,6081,11010,14178
8229,19337,5180,8317,3276,3965,10480,10397,7667,7961,7772
8230,11640,7307,17255,19152,19882,14602,1364,14713,19044,14095
8231,18091,14444,4668,1862,12436,14476,19659,6479,11349,10930
8232,2027,14413,15187,15809,5497,8067,4887,19963,1272,6685
8233,19579,16896,7195,16317,9537,6939,15598,18162,14877,5313
8234,2863,3337,8854,5230,3640,19415,3419,1088,2876,10279
8235,3766,16201,15494,16636,12934,7014,18506,1280,4553,4492
8236,17842,13722,19716,7822,8633,8669,14933,3803,11540,11793
8237,1937,14809,12373,18964,6253,1796,3138,5455,2957,3655
8238,8156,15759,1999,684,993,15750,910,14636,12909,1698
8239,14714,19116,16929,11428,4968,14980,10058,9397,15348,13302
8240,12255,7250,9595,5542,12558,19629,6254,10359,17485,5558
8241,4427,7707,7667,8369,6438,3215,510,18023,9268,15805
8242,12461,12273,19483,8705,1457,14487,7277,8855,4716,3514
8243,5136,6615,6681,5126,4359,9826,18080,988,12924,9878
8244,432,531,6623,13677,16700,13350,6498,14831,6590,1692
8245,17821,12093,8299,15537,8773,1804,9282,2768,18831,4040
8246,4519,14031,5470,17481,4777,2841,15171,14304,354,12704
8247,2660,10534,17673,16514,7400,10400,18892,16071,8607,10000
8248,4617,5075,15077,12397,18980,8886,10837,1201,18156,11674
8249,4380,17199,13772,14239,14850,9261,17617,18398,6823,2910
8250,13764,10283,11839,18713,18187,8066,4050,6050,7461,16074
8251,4290,6982,16258,3221,18503,17770,15782,1026,19811,5920
8252,3325,7778,1745,10088,6602,9118,17780,1421,7700,3167
8253,14135,10076,13082,7413,12878,7087,462,11431,2951,2017
8254,3107,6194,661,16671,3317,19657,4405,12089,17951,14234
8255,2692,11313,5581,13705,12350,9452,4018,1170,11707,12721
8256,6391,2394,2905,9793,12417,5617,10427,8147,15687,2786
8257,665,2343,16005,13821,11043,16178,16798,12600,13946,8917
8258,6750,19846,17020,5035,11874,9381,10034,12003,8578,17536
8259,3517,19733,18515,3163,3934,110,12799,18778,10383,455
8260,12879,10461,11946,13020,7047,5725,455,4660,19089,6266
8261,6311,4129,18482,11142,14657,2993,12136,5624,17415,6034
8262,8169,15479,15427,13784,6254,12990,5958,8540,6197,910
8263,11313,18103,15397,3817,2305,1403,19932,3493,812,18864
8264,10088,11542,8061,4527,10061,12248,5546,12740,4272,15891
8265,9829,200,758,7383,8609,8702,13959,4240,19594,3762
8266,7006,17375,3601,12360,18994,18553,19658,127,17163,444
8267,14077,2049,15929,9067,6054,6133,6432,7185,6978,13553
8268,13789,13514,13952,19070,19177,17386,10775,17127,6232,3489
8269,2575,10839,3378,13395,9305,2488,7012,5021,12161,12377
8270,1507,3943,19706,19028,11837,2886,946,8104,770,5404
8271,17186,9139,8438,19187,16294,3787,16709,18383,4776,18134
8272,8702,15677,16031,8407,123,2252,4100,306,11626,12964
8273,6307,14698,4401,12159,2593,3652,18174,1145,14123,11573
