"position","sim_001","sim_002","sim_003","sim_004","sim_005","sim_006","sim_007","sim_008","sim_009","sim_010","sim_011"
5058,3474,19320,17640,11218,18305,332,4286,3243,4113,3617,16360
5059,18277,6465,2335,12299,7235,7562,19413,11786,13822,2670,18534
5060,8788,6773,18224,332,16973,5688,1993,2436,2023,1465,9137
5061,11578,7923,15705,8290,1831,6527,111,10582,428,17124,19614
5062,18939,4552,12544,4392,5929,1102,17823,15763,18054,9903,13168
5063,7435,17777,11199,15207,17760,13978,16586,4515,13333,4760,11899
5064,4035,4943,1881,7660,10523,13222,2566,13528,5263,1560,5699
5065,19365,17604,7098,19087,14019,13896,19059,12441,4766,12399,19328
5066,5580,5624,18192,16287,17969,19348,9635,2547,6425,8887,14560
5067,8055,1352,5772,10617,16273,9810,13915,14216,1688,2592,19433
5068,14443,16098,8716,16167,17250,16684,1494,9120,19197,3326,16327
5069,9258,1004,19767,14610,16225,4165,16490,12944,8416,408,2562
5070,15715,12267,14560,14769,6551,15410,12343,2279,19707,11972,3057
5071,11581,6505,626,17655,10340,584,6242,11928,10207,5687,8235
5072,5641,10909,7772,8286,6368,6577,14541,8876,5376,19989,2025
5073,2596,17951,13416,18632,17229,3315,8590,947,17536,11533,12039
5074,5217,7376,8934,6458,10429,15322,7493,5495,11661,8468,8341
5075,9879,18680,2738,9072,4798,5817,7179,5206,13606,7812,10234
5076,6807,5905,1285,298,19519,2792,5486,17234,3859,1665,4656
5077,13000,1381,5720,14388,13032,6160,1339,10594,2748,12110,13311
5078,17362,15290,2383,4143,6927,19174,1006,3674,19808,5203,4108
5079,3099,11952,1027,17020,14322,16753,2766,6724,2087,5689,19575
5080,119,19444,1968,9382,3398,17980,19523,12440,3972,10075,10093
5081,16899,19139,9391,10359,2177,13113,9081,18052,10620,16227,5601
5082,1533,13983,5841,8567,17221,8511,9763,17814,17990,12894,1235
5083,3910,15206,3396,4727,17588,19469,4011,7007,3725,5749,17501
5084,9444,12531,17987,7517,19117,16908,16758,651,6554,18637,5983
5085,6296,264,17488,16433,13653,10476,10054,5497,19284,14066,3715
5086,11227,4950,10234,17365,10167,2068,17669,10606,5475,7872,19834
5087,16612,5180,11062,15722,4883,8431,3018,4667,9051,16984,6854
5088,17260,17084,7969,2333,6266,18748,10604,13890,3420,17077,3089
5089,9027,16155,17367,1251,480,5323,8624,18319,3942,17634,6251
5090,2557,7399,15311,12964,6502,5896,9501,14540,14461,18842,11364
5091,4777,2371,4036,19833,4499,7301,5206,4303,6134,4653,11990
5092,6115,11766,9495,6236,8649,3465,11226,138,9981,7161,15839
5093,11259,4749,13159,15008,16301,13601,19746,7210,1693,16673,8971
5094,14958,993,1196,12573,4562,12196,562,8559,17127,14693,19081
5095,15872,812,4394,8281,15233,8935,5076,13030,18820,1872,6398
5096,18995,10039,10022,3678,7489,19091,13355,15993,15238,16737,15614
5097,9473,12476,12068,3147,6140,7564,8530,11320,2403,11535,2540
5098,8330,19692,8585,8166,793,10334,4668,5281,9798,8809,5024
5099,18513,6449,5695,12915,4302,2611,16182,17969,5532,9932,5941
5100,11514,1253,5293,2634,4946,17462,14423,15080,8826,18026,11861
5101,4168,17682,9736,4069,15424,10946,12762,19380,149,19918,8878
5102,12916,18915,3021,2761,13262,11935,8803,19120,14855,16751,15344
5103,14481,4542,6288,17475,14720,18259,10919,12199,9698,18925,13378
5104,3329,6768,10089,7146,10102,4192,18277,15400,7642,15360,19138
5105,11410,13143,9204,3928,18699,11741,19131,3862,2384,3560,6633
5106,10550,9515,10205,9693,17412,14550,10688,9405,2205,19371,5157
5107,4827,12528,13675,6583,11421,17132,4778,4212,5729,16855,870
5108,18719,2133,7774,6988,4839,9154,5330,1861,10210,6583,1135
5109,7928,2840,11620,4055,17603,19348,9578,10916,13279,3363,4287
5110,13998,16642,10267,8167,14485,452,13425,17600,811,13964,5900
5111,14938,5449,13897,9683,16786,17157,903,8791,16108,6193,12056
5112,377,6474,7278,6208,6003,9913,16269,13550,9329,4148,19272
5113,17327,8690,11987,9483,3121,3842,13525,19354,18923,3655,18287
5114,6897,14267,5299,7720,16401,16359,12433,13030,11661,18620,17545
5115,5315,16244,18508,3841,2170,9553,7092,152,13464,3465,13657
5116,19024,17688,5567,7870,2346,5928,5697,5064,16972,2483,10889
5117,5394,13040,11556,17708,13572,17447,6187,12583,2920,7154,1431
5118,16870,15402,8891,4635,7699,16165,5322,3398,5952,6311,17100
5119,17903,9384,7929,3768,18592,4255,13781,6033,2450,1046,13387
5120,394,15892,19311,12745,9592,12072,7878,17066,4456,4675,2164
5121,13217,1176,11150,11495,11317,14847,8865,842,18644,12626,10532
5122,1802,9039,13581,4643,7078,5956,8568,5384,18061,18499,17314
5123,13798,17706,16283,10977,15520,1795,4311,11939,16102,12377,16291
5124,12140,6347,3329,5846,715,2877,5099,14062,15724,19635,5024
5125,11085,1379,14608,15149,15126,19089,14629,14892,3748,6582,7203
5126,16164,211,4733,10456,4646,2203,18635,15385,17624,16096,17899
5127,4224,756,17904,17534,9597,1005,3625,15753,115,10386,2248
5128,6716,4459,13110,17397,15358,14168,4434,10066,7114,2805,9453
5129,9020,4277,16047,18414,5266,12292,13976,19868,19083,15953,13191
5130,141,1916,3804,18304,6085,2226,2105,2233,10113,9661,6034
5131,19277,14857,13507,18996,9723,16768,9895,8564,10040,16175,14860
5132,1389,19424,2915,9251,5326,8395,9507,17458,5817,13837,6239
5133,11695,13213,14182,11493,1991,19965,17615,18503,16871,8505,7870
5134,8216,17698,5262,1629,17846,7649,17438,10074,3866,11550,14023
5135,13554,17502,14361,678,7392,17434,4699,3961,11275,18868,3829
5136,9859,3017,19143,16934,6310,7959,8739,10433,8644,11753,3147
5137,16400,731,17645,17393,19539,16911,4233,19076,3048,2961,7528
5138,10005,16724,9334,5118,7041,3125,10481,17103,3936,16010,5161
5139,7669,15325,17796,6716,6648,12070,6480,19547,15059,11742,14452
5140,9093,14901,16382,9179,16752,1028,778,482,1851,7996,9354
5141,4308,14733,13473,14869,3231,14263,7265,17645,772,17481,18247
5142,13469,17315,10379,14019,12550,5516,10078,14258,7018,5744,5836
5143,19156,4732,19964,9633,6451,2342,11889,1909,11180,18896,7475
5144,7483,13681,14844,3324,3626,973,19931,17275,315,17709,19241
5145,7418,19152,13374,18762,11783,10228,5394,1820,11551,1350,16741
5146,2730,16491,2002,9052,19896,7264,7809,2211,12390,10367,1102
5147,9142,10173,16546,18877,1883,8995,5995,18812,19634,7550,13676
5148,12348,10244,5716,2281,6662,6868,18302,13860,19679,8710,19926
5149,8101,5618,6880,18394,2239,5078,12517,7814,8562,1096,1416
5150,13661,18708,2745,11091,12281,6675,3787,6409,10679,5858,13830
5151,12541,5108,460,19624,15264,13670,3491,5286,13285,8314,9115
5152,10903,2392,4478,15664,6046,10417,6914,12515,574,850,4937
5153,13553,8603,8793,240,7552,1680,1103,313,9962,6344,7145
5154,6490,11125,9104,13191,18569,17846,18288,17171,3319,3941,5908
5155,5480,5862,7558,9517,6349,6491,17272,12289,17457,18642,6343
5156,12308,12564,15966,7113,18566,16362,19284,13332,638,15805,19805
5157,334,6920,6136,3589,8603,10682,14846,16911,8961,4983,18558
5158,968,16198,3871,7834,4268,15929,4151,9771,5226,16685,18919
5159,6920,8396,15076,12586,11105,4282,3865,2295,18852,18903,16847
5160,12488,3162,13626,6025,17615,16296,18917,862,12211,1166,8523
5161,6208,2182,6705,9907,13166,1451,18564,17950,12553,11637,3762
5162,1771,1164,3215,19312,14638,18018,14807,450,13880,9100,5575
5163,2388,3479,18800,19787,8988,3413,14114,870,17117,12875,13591
5164,18677,5953,14020,3574,3630,15143,15088,2287,15472,2411,19361
5165,10879,16568,3772,12768,8685,276,15079,7351,8418,16637,19992
5166,2716,12141,19380,16057,4957,12394,7091,13294,8463,15367,1018
5167,10935,16240,1843,13898,2258,12473,10289,8061,15812,4924,12206
5168,10606,5289,15743,5791,234,2531,12659,18442,5108,8925,12859
5169,4701,6628,17242,10897,7193,17205,18311,19053,7452,9940,1399
5170,15032,19414,18378,13611,15824,17298,19317,15397,553,3665,412
5171,4136,5796,4458,16943,10519,8368,16675,1458,4218,10784,11144
5172,15515,16988,4675,12323,8720,11110,10845,19270,986,14058,1553
5173,7258,19254,2074,830,10739,624,16785,15715,18196,9404,17418
5174,5966,6347,4240,14489,5289,9591,5015,6893,2626,6003,4870
5175,2797,16474,18727,19266,12447,116,12828,12343,13099,6183,5733
5176,430,1241,14521,15417,8346,17530,13670,10780,698,7369,3372
5177,6463,746,17980,17219,15393,11409,17410,16981,18424,3324,2127
5178,9068,4245,5792,5387,3241,6427,5542,15099,9396,15246,787
5179,19620,7134,5620,12238,13268,2330,16769,15180,15284,401,3743
5180,8795,16404,2645,1871,10982,14013,3970,8834,19138,2428,18924
5181,3544,16822,15800,1368,8545,7481,14521,4279,13599,15625,9772
5182,1308,18982,3774,5620,5140,14173,8886,12929,14141,1995,15003
5183,12216,3028,4104,18224,11610,6271,8505,14070,18754,7983,10568
5184,8042,681,6615,9463,7638,1001,10783,14048,8016,6978,1637
5185,2955,10060,5089,13140,11956,13754,270,2684,19226,2081,19954
5186,2486,5843,3510,6382,12763,4047,9835,19822,15061,16051,18094
5187,7247,17074,15025,10985,13594,15174,5033,5795,10414,5879,3097
5188,12415,9430,2844,5271,6001,8833,14468,8986,11761,16522,18058
5189,8097,14500,14392,6824,7787,13552,12629,14785,8364,17421,18391
5190,976,6345,15712,7712,6635,10381,19290,17987,3477,17662,9795
5191,4563,2233,5728,2368,6579,14244,11238,4277,8933,10267,10072
5192,18784,6722,15138,5015,9211,9421,13766,12472,6043,13613,19109
5193,3135,17545,9307,13779,4798,7365,5512,15385,16617,12801,8265
5194,994,3510,9230,172,19048,7293,14442,19755,1982,1097,14053
5195,8239,5002,10670,16031,7886,1232,16043,506,12016,4780,18290
5196,15575,1054,5025,3094,16564,18299,12361,3753,8371,18537,2531
5197,7101,2268,2631,16494,3471,8267,12863,13564,17036,5866,13883
5198,8226,10366,2822,11372,9054,12944,6478,8865,3786,13443,8054
5199,12403,12532,14289,14057,2939,17429,15175,14586,853,17222,7283
5200,11817,18501,7636,13867,17684,16710,7630,1833,3159,7283,15865
5201,3284,13120,17646,16615,2259,18931,19418,16762,6027,17389,16227
5202,8098,2613,3409,12738,12806,17413,19830,8341,15515,7679,6382
5203,1584,3765,6946,8630,6167,7076,17891,9412,15711,5357,10430
5204,16607,8897,4891,5706,12883,10888,11629,14187,17015,3792,8802
5205,16162,5252,1686,2084,13094,15666,14245,11413,19168,9456,7886
5206,11964,2445,5296,15771,15872,11059,17738,5712,19482,5593,11874
5207,7012,351,16572,8756,19441,2311,4897,8995,4925,3763,4265
5208,15800,19412,19192,3058,1394,13213,19608,14925,4582,9604,2914
5209,9282,18244,6652,1346,2709,4998,9616,18496,15588,12493,8954
5210,10945,7287,17842,19106,8972,9299,14317,13154,13886,7574,15526
5211,802,2858,12174,18293,11803,19869,2797,15182,7656,17680,15232
5212,16650,17473,9798,7577,12166,1201,17312,18236,14237,1024,13410
5213,7436,7610,8681,6375,4057,2722,12826,3793,11362,1007,4939
5214,2495,19981,7004,11131,4563,18578,6184,3966,3146,9755,15648
5215,16689,1339,14083,5228,15676,7445,3362,7344,4134,17099,12037
5216,12697,17249,1892,5523,8776,10854,19010,11107,4488,818,10905
5217,18780,19876,904,4555,11300,19015,265,7905,8128,681,8575
5218,7190,9127,3947,5459,3224,15100,19556,3106,743,11708,2915
5219,13647,2713,18888,16970,547,17762,19826,19885,4219,7619,13100
5220,10767,4526,4168,483,8779,11311,11291,9609,4307,16949,5548
5221,14511,12881,19762,8411,18941,15492,4523,14960,12210,14021,3739
5222,1544,10087,1530,18852,13651,7342,18658,11821,7500,3128,16215
5223,17092,14124,18050,2195,1396,19650,14946,10376,1468,12539,873
5224,14134,2540,3685,11279,19721,12214,11123,15461,15824,4006,19256
5225,18543,16007,18062,6327,10508,6934,3680,14895,6657,16820,2096
5226,641,2439,5561,16694,15855,9765,14403,7714,17045,10921,7890
5227,17087,9197,9406,16083,15703,14810,1479,4532,4463,15277,844
5228,10981,16237,10227,13132,3158,17493,11976,7792,6770,3378,19777
5229,15473,2320,19483,17256,2693,15514,18652,12694,16804,18717,5006
5230,17224,9681,10322,15643,3469,4745,13639,8419,3373,15262,17266
5231,7928,18569,19784,18547,9370,1181,3342,15530,13773,16470,4034
5232,15842,15947,5380,10251,14141,17351,5971,19832,19777,9783,2030
5233,11808,19723,9153,9409,10868,15833,6288,849,15167,4730,5582
5234,16833,17275,19821,6430,10818,4951,10950,3525,16389,15985,15249
5235,4071,7220,10126,13010,2231,14140,17034,10421,4770,18253,5843
5236,7509,4295,398,4954,1857,9877,479,8160,3601,11985,5032
5237,1154,1376,18527,10142,17431,14164,5454,6686,7866,19343,13796
5238,4936,13577,17925,18568,5349,12998,7709,9278,7706,8639,3434
5239,12675,14664,18819,16843,17230,16342,12526,3509,295,11508,17195
5240,19353,6723,17033,16911,4582,18423,13927,17483,7471,9712,7195
5241,18137,7609,6226,13894,19083,15845,18476,15219,3980,1533,5237
5242,18605,3628,16110,4301,19552,10517,14485,9296,10294,17873,10033
5243,5656,16394,7427,6033,9506,14598,15354,7106,9712,5745,18311
5244,6298,14478,18109,8901,1242,2021,11995,19423,18858,3217,7831
5245,3040,13526,17999,6276,9032,8713,18112,17931,16430,12903,18841
5246,13928,16849,16629,17895,4126,19921,13015,11568,19789,14541,14129
5247,3008,2179,3058,19569,2337,4984,12827,15706,18289,1085,7819
5248,13299,1881,9931,295,16390,14124,19589,6971,1257,18240,528
5249,17643,9981,5962,19891,12796,11944,3017,10184,8997,14460,10778
5250,17694,16287,5846,2119,19840,14685,797,16693,16750,19703,13722
5251,18463,11710,11027,16860,10498,8980,7748,2467,17449,16307,8038
5252,14241,15136,11334,14548,19691,18049,7898,17996,3627,6319,3043
5253,11850,7119,10907,16723,8269,8088,15433,4977,15806,14713,19076
5254,19992,16121,224,2087,11862,18224,3371,19738,16483,10003,13372
5255,6674,16163,5773,14215,10860,8145,8593,3840,14448,5651,445
5256,4368,7695,15251,3559,12364,9375,13874,15929,11049,7181,4997
5257,2596,8213,11917,10907,9289,1745,8461,6642,18723,3052,7305
5258,12976,617,19456,9051,8438,3079,12769,12980,6448,5888,9807
5259,19859,16485,4432,15441,13790,15619,3612,3918,15442,15978,16869
5260,606,19854,18597,3679,14456,16089,2112,4920,12672,19763,2001
5261,11895,1085,9419,5441,10180,1160,13818,18837,3101,1518,10320
5262,10558,12160,2219,4048,941,1758,15569,3759,19411,8985,11874
5263,9180,1380,18258,844,2700,17635,18233,8546,13145,671,6255
5264,18207,4485,17339,2395,11218,9222,8066,18775,3664,13515,7411
5265,8694,19618,12191,2426,1958,8726,3890,13463,16232,6702,6284
5266,10701,4991,1756,18182,476,9107,6520,15888,8881,1347,17645
5267,5356,13226,254,11499,7841,10942,1519,13698,297,15460,8388
5268,3827,1627,11072,4266,9746,13095,2686,13662,6063,8883,8718
5269,19445,9267,17002,15233,4749,5903,9075,11582,5357,7876,18753
5270,8966,18190,17280,7203,10739,6287,1686,2154,6153,1670,6956
5271,7158,8628,5411,7322,14047,15029,16284,7762,10941,7197,2055
5272,8157,16939,11921,17006,5661,1941,9056,17457,7867,7362,17656
5273,9095,6528,17428,19856,16907,15128,6413,19172,305,10556,16211
5274,715,14579,12277,14300,687,6419,12053,13867,16877,6893,953
5275,7509,15453,13958,11803,3975,13297,8367,15809,13738,18122,4519
5276,5035,8162,19779,12319,19783,7095,15364,4820,7555,14944,12396
5277,2639,17437,14201,13588,4206,684,1370,19734,11476,8705,14066
5278,19564,16835,11297,11185,15693,1173,10974,11924,6393,2431,6941
5279,10997,16019,13867,19796,4344,14608,3268,17638,6926,9725,8333
5280,10211,6328,12371,17239,14253,14398,618,8414,2296,14147,17461
5281,18901,4420,10439,2290,12299,5419,12154,16508,1186,16852,6709
5282,2564,10498,17724,4718,13538,11952,5586,7703,685,6299,6940
5283,13615,7609,626,16326,14045,15391,7872,10603,8459,10071,3303
5284,12479,9959,5212,16460,14915,17803,18341,10112,2843,5999,3328
5285,17662,5908,585,7547,4655,7335,4186,5610,1162,16378,13954
5286,18309,6585,19170,9202,12295,15078,6069,18725,8252,17280,16512
5287,4326,5269,19796,15724,7952,12155,12043,4888,15827,12568,14572
5288,283,1147,2669,14888,13953,10896,6901,7327,7132,13144,9335
5289,3529,7996,17455,4542,19481,1121,15802,13809,14005,19078,1037
5290,9520,14141,18406,530,15244,19975,3468,16811,2899,7155,5871
5291,14884,14268,5661,5799,13595,5632,2415,3935,9035,9571,18629
5292,9099,17927,10009,12368,18508,6703,5160,1396,18757,18729,16571
5293,15456,2768,13511,15407,11850,19861,18635,4071,9471,6266,15415
5294,559,13084,5386,12098,10143,6179,10539,15092,13164,8941,12971
5295,8119,18386,13843,3821,5757,14328,14595,1271,8549,10560,15863
5296,11835,7410,15606,5164,13443,19135,328,5718,6866,8000,19543
5297,5652,337,18583,6692,5534,9367,6170,18995,12445,10133,9927
5298,16694,12038,2702,12231,8916,610,12160,18274,16584,15362,15225
5299,1153,17692,12811,5934,17805,4256,10711,2435,15304,12427,14160
5300,3726,17568,13610,6752,13659,19941,11249,17664,14492,7425,16553
5301,16709,18893,7648,16697,16160,16496,7747,14018,11133,19869,18363
5302,2990,15668,10465,5802,12824,12363,18551,8057,4287,17934,14820
5303,18453,16543,3856,17920,10180,18900,15857,17716,12197,16720,16953
5304,17858,891,2935,7423,19995,19129,12802,2484,2556,16463,11588
5305,3385,14830,15437,4675,8786,2448,11290,4286,18225,11660,5813
5306,9926,11034,18457,5853,13822,1324,15634,11297,11318,11158,17444
5307,8549,3823,8081,12101,5353,16818,9455,19412,4169,9658,15514
5308,4695,17838,11560,10625,6284,2589,3253,3634,9761,16066,13807
5309,19855,842,2221,14093,4354,3158,1541,3123,4463,18685,8535
5310,10859,9388,9595,18279,4267,1542,7613,8693,18155,1846,4021
5311,10554,1133,12610,8399,16816,10675,12139,248,12890,12405,2367
5312,19577,4682,9471,19841,8566,14881,14670,12814,10852,12518,1494
5313,4474,8767,8845,11756,15237,7153,4226,5184,13631,10379,15516
5314,9930,18491,17541,18453,17850,4657,14666,17258,2610,15321,14661
5315,17787,16100,7556,962,200,6039,2818,7526,9009,14450,10570
5316,9551,11572,4093,15732,13981,9651,9344,15484,14983,8078,12448
5317,13354,6960,7577,8085,10421,1416,8534,2454,3023,1918,10109
5318,389,19910,17672,15870,10921,2228,5910,614,5763,2302,5534
5319,16684,14522,7180,18877,3709,10719,5773,9782,4672,15206,19303
5320,14622,11096,13025,3823,18430,15625,4731,13446,12877,18330,2210
5321,17363,6723,16103,7225,14707,11669,1509,4581,2425,1633,2949
5322,3848,10892,10921,19566,13243,3044,6300,3150,1177,9806,13097
5323,4523,13490,10934,16232,600,4396,15343,13205,14972,8645,10901
5324,13459,13235,3874,5273,12277,16764,10593,902,4414,9451,4079
5325,11779,14335,8487,12447,18701,13045,7611,15211,8097,12959,19937
5326,10859,18918,19435,16198,7909,6257,4955,12081,12613,19462,18333
5327,16667,11692,2013,18846,6841,11513,7872,1381,17067,16526,6305
5328,15369,9677,7408,5302,5004,13932,652,6197,3810,11613,9114
5329,9522,16825,19775,4649,2241,9483,19831,10324,6853,16490,16128
5330,8434,19622,3323,7639,13295,7536,14463,5938,19615,4812,15598
5331,18706,12164,18947,13405,14769,3433,9604,3103,7471,18652,513
5332,10075,19772,7999,154,12012,410,4484,13752,18600,558,19435
5333,13126,12687,19177,10390,19969,1971,19522,2530,3587,8870,4676
5334,13585,11223,17608,1269,9413,16196,15861,4639,18377,14525,6974
5335,17812,6772,18586,1602,7365,12959,15692,9207,18748,13979,10658
5336,8638,4015,7406,14698,11900,11453,19904,16783,18775,5156,9210
5337,18681,7943,12842,11741,162,1564,6186,7271,19901,1780,16001
5338,16017,2361,12955,9135,6237,11236,19129,10341,9426,16315,5557
5339,14771,6916,18627,19739,12629,18488,11964,16035,13937,15563,1455
5340,9678,9057,5430,3927,16229,995,4361,6981,16518,9984,10438
5341,17084,515,7342,1428,12526,17602,11873,1007,1130,4361,9546
5342,17217,4401,3680,5551,7368,7779,7748,4318,12140,5205,11653
5343,10796,12767,7523,12826,6551,18018,11179,2849,7923,6446,18411
5344,4954,3258,10770,11372,11168,4093,6812,5475,7838,7987,9770
5345,14774,180,6750,18583,17553,16899,3273,3488,16402,2659,2198
5346,13042,509,4567,5794,10274,14035,11663,17855,7115,11031,9635
5347,8828,397,19329,1038,12932,9338,2374,18634,15039,17476,1779
5348,15241,4728,12993,19609,16714,13281,12135,6594,18412,11849,12289
5349,10059,5624,14914,16406,8395,11266,11305,11787,19387,4303,304
5350,17346,9577,8823,2322,16054,10386,9711,4050,8719,18862,18861
5351,110,5670,4668,18831,18835,15096,16161,3030,19249,2232,12270
5352,4005,9041,9481,3723,4517,16957,10972,10022,19781,809,8591
5353,5436,14986,1001,13735,7452,11362,19574,13490,18019,6068,14220
5354,7158,6389,15993,2363,9895,1295,16316,7321,14602,6551,14985
5355,8580,309,18234,18114,4677,19360,18360,7926,19211,6154,2010
5356,15699,4434,14535,1758,4579,9050,6317,433,19938,5176,18475
5357,12388,19820,2166,2006,10394,658,15336,6576,16161,3477,2997
5358,10791,6583,5778,16695,8641,7930,6777,559,16726,6828,18810
5359,14345,17314,1864,3629,4904,8486,13908,19417,9826,15181,17429
5360,15757,2389,6716,9921,5098,9658,2689,3199,11496,18393,3716
5361,10003,6044,18244,3115,13280,18729,8468,680,5871,16398,18994
5362,18415,15510,2739,3103,5844,3753,17950,19041,17403,9587,5456
5363,7872,2078,13828,13111,19504,16725,6806,10879,15394,14553,13426
5364,8073,17609,10308,12326,867,18811,7855,17641,19559,2429,18976
5365,1381,293,12780,11211,1640,19263,15850,14234,18785,597,8619
5366,1134,7195,7612,13460,12842,12593,9485,13323,6833,13181,10059
5367,16583,10297,1230,2828,2941,3592,13520,12695,8319,9287,13763
5368,15870,16579,16434,7506,18014,7720,2905,5566,14179,2517,9983
5369,17032,18189,19695,15008,12805,17671,11851,9064,5715,14124,13857
5370,12235,17984,16570,1613,3280,2655,15332,4756,2935,17619,2432
5371,10453,451,9594,9116,16664,13638,16929,12063,1474,13326,6669
5372,9687,5712,16486,9337,11633,7181,7486,19742,7713,9870,11066
5373,1717,5831,2175,12957,13808,14193,3719,7729,16434,10729,19512
5374,8004,19359,18249,3564,4740,3894,5204,10716,5799,1724,10475
5375,8029,19562,7584,14893,7867,18313,2010,3623,6679,15517,11987
5376,4979,6323,11620,13480,15212,14018,16278,9476,16758,1056,19292
5377,945,12511,17218,19562,7852,7698,15174,10006,8464,13121,7132
5378,17681,10015,7183,1481,11989,3495,4130,11492,8043,8950,8633
5379,9161,17103,18828,8262,17766,1192,15473,3233,2309,12036,9532
5380,11251,9446,2545,19268,13573,17621,16181,6771,13384,10693,18308
5381,16575,14698,13076,938,511,13420,833,4662,16087,14609,12418
5382,14361,16049,14378,324,13957,10516,909,478,6295,1887,9826
5383,7727,6946,6863,1244,13552,8751,5685,7932,18124,9405,19246
5384,12837,3655,175,9221,15460,13194,11641,7661,3288,16988,3546
5385,10716,16791,13778,19982,12055,5185,10573,6017,19265,11464,314
5386,7620,16200,12778,9999,17079,18126,17697,18778,19855,433,19104
5387,6245,17477,2100,19383,2760,15404,10280,8144,6364,6565,7406
5388,16680,16329,4344,2623,2804,19616,7403,2098,4368,17135,9598
5389,17500,15844,4089,2970,3137,3592,2099,19315,618,6813,4738
5390,1933,12321,9752,517,4645,16953,10501,2061,13442,7600,9436
5391,16787,19841,14513,4614,11855,18915,2651,13328,10859,17494,1624
5392,12574,11654,15871,18976,14981,9903,5208,4838,14519,2045,4073
5393,8833,3029,6727,879,1126,14351,2750,16601,5842,5984,2641
5394,16357,14298,8619,10711,18377,11689,12597,1688,19847,13901,11625
5395,12608,9976,9587,12582,19751,19956,15720,9269,229,1974,16324
5396,18304,12236,18802,14503,5876,15721,19574,15178,18686,17657,3917
5397,7850,13160,1701,3749,2274,13446,15789,19180,5072,15360,11474
5398,457,2814,3701,11106,4617,3892,9058,12416,14019,16180,11823
5399,9628,19789,9934,19585,4108,7419,14177,7665,15760,1618,1056
5400,473,3821,16864,17868,16858,9213,8464,14695,13852,11707,863
5401,15262,3296,5257,12409,15085,5701,15665,10782,8453,18578,17019
5402,1549,19424,8598,11327,12579,10568,991,15115,11810,15304,11721
5403,12837,17919,16216,12978,11599,13394,1230,3329,683,16954,13782
5404,8589,396,17031,10009,240,19344,1883,3573,16594,18366,17541
5405,13540,14857,15528,11536,14716,13398,15881,17269,16845,17854,3499
5406,18351,6181,11298,5567,7176,18634,16614,17325,12883,16021,5873
5407,6827,8322,13458,1592,19772,17979,14744,2212,19415,12419,3689
5408,10371,2197,11274,583,16312,13492,15442,8189,17269,18593,3342
5409,15331,19499,17348,6835,8038,19056,4901,16810,14519,12784,4746
5410,11656,4777,1418,9545,19448,7559,19767,5890,10177,15810,11784
5411,3180,17418,7655,3455,7388,2209,1473,2039,17935,10408,4034
5412,8727,19832,7436,5409,2488,573,947,5387,15384,12770,1395
5413,10181,17518,7031,5630,4828,17812,1100,19965,18621,17181,17649
5414,537,8156,7071,5255,4953,15139,2372,17856,3855,16924,8390
5415,2027,8135,8238,19927,9235,17299,5922,9792,7499,8759,14335
5416,2582,8525,1345,10133,16455,5495,3568,8743,2501,14848,17140
5417,16393,10620,3235,8907,176,1125,3212,835,14827,17237,15058
5418,13097,3995,19067,19326,14754,12863,13833,19908,5636,9040,12371
5419,14997,17948,14866,19146,1894,13430,4822,2833,10594,5193,13542
5420,3495,4233,14093,15917,10335,10982,15753,15976,3701,12479,13031
5421,17825,16950,19991,19025,1422,14065,6953,19020,15325,6126,5884
5422,2592,7902,10602,19601,12771,15785,16691,400,3329,8613,11318
5423,12298,9872,14472,17319,4877,3489,6629,2273,4248,2826,16285
5424,1248,5440,10479,1169,16644,11655,12934,19185,16080,11692,864
5425,12583,3520,14020,6463,11604,5106,10408,2878,17865,13105,5363
5426,450,12550,5814,18386,1120,16630,13227,3560,2164,19245,1601
5427,8685,12949,17604,15930,8307,16180,5482,1314,19994,16208,15507
5428,2977,2697,19924,8953,13169,11925,724,11624,14600,15004,16276
5429,12736,16452,5567,14436,3901,4422,3393,1108,5863,15016,9303
5430,18737,15858,17173,17214,16094,5164,13554,17269,5257,10504,7779
5431,11448,6763,9068,19105,3109,12731,4237,6291,6896,10569,14192
5432,914,5107,18823,12114,1949,11938,12061,17843,9105,2659,10463
5433,15794,5331,14910,13024,1996,18771,8770,6820,6782,3248,16222
5434,10846,16900,8935,3056,8145,452,3478,3314,6188,3082,14855
5435,5412,6056,12690,7808,499,4271,11048,8535,19255,12573,2316
5436,17791,2871,18473,10254,12207,6957,19312,8206,7955,11254,13327
5437,16270,10280,5664,18254,4986,7600,9660,4706,5706,19627,9479
5438,16880,15245,15223,19708,12204,13178,11157,16969,7330,8017,9826
5439,4048,19259,18630,10425,1022,17440,10259,1224,10306,445,10598
5440,7856,8494,2299,18078,2356,2712,3606,4155,11813,14353,12543
5441,9921,11247,6435,19053,17256,7142,8738,7043,16089,5658,12819
5442,7554,4578,17568,1261,7612,13232,2365,18520,2902,483,16175
5443,17682,1815,771,3853,6982,15507,3623,18060,10379,4475,3351
5444,12300,7918,2649,17863,9125,8594,18454,8456,15385,2431,1458
5445,10405,6132,16127,13728,16478,11521,19661,216,17338,16582,19954
5446,405,13716,3978,18064,3259,10966,16169,15205,19085,814,3642
5447,8704,8342,15014,11636,13091,7772,1208,4534,14131,12124,13118
5448,17680,4424,2704,4950,17443,2559,4008,10834,9525,5340,12094
5449,3610,17990,11274,5739,4484,14867,13092,2954,1952,1139,10582
