"position","sim_001","sim_002","sim_003","sim_004","sim_005","sim_006","sim_007","sim_008","sim_009","sim_010","sim_011"
6091,8329,6105,3124,10009,5139,10074,19477,613,11093,12421,17276
6092,4111,9584,4932,5102,15184,5667,16533,14064,8766,15732,10884
6093,1051,13578,7187,10806,18940,12139,7846,11598,4693,17121,13002
6094,18132,2686,13453,16816,12504,3230,6657,13266,16730,7965,9491
6095,5035,1155,755,14833,7022,4974,530,6685,5311,10412,17277
6096,3704,3224,13567,841,2536,9964,8888,14422,12446,7216,9982
6097,14076,3876,19458,900,6839,16198,9857,381,11707,591,9778
6098,4879,15468,9887,17006,9221,17315,19425,19419,5657,6305,6306
6099,7793,8213,14485,3847,17463,14860,5519,2593,263,15969,18945
6100,137,11242,16103,4157,2425,9142,980,13929,11344,16903,1625
6101,576,13691,19881,18963,16098,19449,5788,6218,4750,6365,4373
6102,16907,4625,14342,12864,15114,11294,8914,8743,19240,9652,7361
6103,19173,8313,11444,13171,1621,15335,10540,7369,231,17022,18221
6104,11324,15386,18224,1956,16927,18397,13669,19815,18674,1881,9304
6105,7885,15614,5608,17596,1420,16022,14072,16028,2886,2318,7368
6106,6504,9019,15341,9251,17463,15081,935,16018,17660,15815,4536
6107,1550,11358,8301,16547,12095,4888,6335,10982,8463,9578,4848
6108,9665,7059,9810,18603,10263,18019,16343,16292,17167,18766,18908
6109,4147,9152,11768,10941,1102,10510,2359,9611,8656,14887,3025
6110,1734,9497,378,4403,9385,15945,11035,5977,4345,5010,13831
6111,10133,18159,9577,14635,8003,18579,6900,16610,8588,14135,10431
6112,17512,17280,11323,2862,9010,4251,7523,7139,18521,5495,1186
6113,18002,15184,15007,2652,15281,15044,19477,14921,291,4806,2324
6114,9653,7184,1910,14774,4681,12153,728,13428,12167,18819,15535
6115,4233,15604,18543,6037,18319,8638,6266,10088,17420,2887,622
6116,12020,16953,3965,2958,10471,9209,521,18940,18736,1330,9348
6117,8122,11102,9441,19656,13943,11945,15102,2406,14273,16767,2689
6118,1911,14681,4809,6904,18969,7751,3698,14678,18814,3777,8145
6119,19582,979,10986,3425,15085,11814,8652,7964,349,12278,6149
6120,6731,678,2031,10768,9540,5795,13388,9204,17905,10307,16231
6121,9178,10783,7652,16934,19355,5326,19559,4488,11455,17121,3193
6122,11460,9112,7062,14117,12159,15988,12318,14115,1624,3765,8614
6123,9057,19899,2986,838,10781,18169,5542,915,7240,3995,4981
6124,5995,963,18397,15826,3241,12674,15010,15995,8895,2292,5866
6125,3274,9285,11022,4016,19122,5873,2754,13624,6107,9911,6641
6126,5071,19888,7153,3063,14804,15281,4646,5204,17639,15781,3060
6127,15463,13084,931,11254,17777,11128,18739,756,6841,5001,1635
6128,3859,3140,15840,4364,9815,11068,12201,15902,10493,2219,8252
6129,3494,14830,2911,16748,8355,2091,10412,6159,7967,19396,19801
6130,18562,5364,545,12756,1672,13975,1310,4739,19307,14083,5984
6131,7455,5353,13682,5723,19147,17149,11458,11762,7633,3764,12313
6132,19181,15118,19377,7168,14084,18208,3700,1572,16989,6083,13190
6133,12367,4043,6301,17336,2926,6086,6864,16584,10823,15999,12826
6134,14364,787,859,14474,12413,12683,12695,2852,8315,10109,9763
6135,11146,317,2445,7245,11049,12037,7200,15924,19380,1760,14328
6136,13888,15431,15357,17781,2908,8183,18476,7028,7869,11452,6298
6137,18979,14295,1143,6276,11995,10768,14592,6209,11231,13423,5712
6138,14431,17036,9143,1596,693,15406,18231,9388,19101,14276,11218
6139,19050,7744,14851,11952,17101,7844,16709,4800,9026,4404,12486
6140,8537,17370,16500,862,8900,2129,14024,6144,8535,15395,1165
6141,7124,3794,11146,14486,13167,17310,9343,5324,5379,2614,13970
6142,18914,838,5347,18600,666,14977,1312,11478,6436,17709,7543
6143,7031,6047,14364,17134,10231,9257,10227,19332,19960,11406,14345
6144,19953,13609,6434,2356,18461,6120,10931,6334,8530,8878,6863
6145,19921,19895,11641,17213,11015,6864,2014,14344,9925,3183,5525
6146,17315,18541,12390,207,2103,1720,16995,5167,14249,10480,5168
6147,5857,6029,14724,3773,1523,4896,6221,7000,10431,15906,2289
6148,17501,14845,14827,8396,18157,8459,14687,14065,14148,1987,17115
6149,4675,1670,18086,10235,1524,774,11639,14697,10153,18946,14602
6150,19185,9447,4017,9890,2474,4480,3947,7626,19042,13571,9259
6151,8414,9069,2353,13839,7520,15618,14432,12892,16630,13894,5509
6152,18090,12101,8732,7788,18696,6449,7377,14374,13581,1362,4835
6153,13295,9118,16664,13959,6188,14014,18252,11956,10785,964,1264
6154,2363,5335,11901,14433,2402,4174,7074,10011,16141,15909,3250
6155,8454,6811,1540,8273,19615,18137,17584,9792,4693,13482,15093
6156,1952,12869,13444,17008,4537,2517,10651,14486,13368,19530,17683
6157,13705,3458,16914,976,3265,8318,7024,13181,137,5436,15775
6158,170,8055,15304,10582,19891,281,8176,8251,8297,1477,4829
6159,18946,12318,8829,7380,8008,6100,10203,6811,11945,5945,11115
6160,8810,12343,7127,11274,19133,12387,14221,4916,10608,13362,10281
6161,13566,1139,5898,137,9971,17498,15593,14253,16154,198,14111
6162,18454,17194,11147,16823,7525,14765,12031,9600,9717,3942,1666
6163,4069,5137,19733,858,1342,16986,17348,3576,12632,14620,4339
6164,6826,6673,15838,17792,1010,12597,16482,2826,10076,10528,12070
6165,13683,15652,11641,527,15080,12846,5092,19395,12285,2721,2972
6166,14593,19025,270,12858,17920,12582,1490,1550,18689,14344,3836
6167,15973,10976,8003,19368,10958,15256,251,14803,8850,18800,18232
6168,639,12674,4032,9436,13670,4659,3390,14959,10803,16269,3929
6169,7529,7553,17664,8080,9879,16620,1051,2344,1255,18566,12439
6170,18279,3606,10714,6218,10816,4901,1068,18139,13123,8543,19842
6171,16528,469,18816,8615,5424,2453,12795,9737,13162,9109,1046
6172,5014,8209,3329,8433,14978,9325,9195,12632,16073,2718,19735
6173,3014,17007,15790,6208,4071,17069,13038,10357,271,11928,15000
6174,5548,3135,18992,16670,14159,18828,1615,9899,10490,14091,3152
6175,9694,14344,12598,7254,2298,2536,11897,17143,144,16387,7675
6176,18794,4462,1283,17886,6057,5058,6925,13327,18354,10755,5123
6177,19360,18161,16626,979,17627,378,13358,2797,19411,6369,16969
6178,16934,12816,19382,917,4056,18326,8380,14204,3886,10529,10562
6179,9576,19915,13001,6886,17797,6790,5997,2717,5559,4531,15935
6180,13937,10485,11870,14630,14656,4743,19231,9465,9556,17274,14437
6181,11037,8289,14416,14753,1327,15377,9551,15823,14698,18280,12027
6182,19464,16357,6260,19493,4588,14948,5717,1783,15714,11665,5705
6183,13676,14392,2239,18742,3475,16667,3431,3314,7136,12057,17684
6184,11903,1817,15806,17116,10960,9944,17378,7610,16848,184,9291
6185,3644,17394,8549,7512,7525,18175,14348,14790,2127,18491,10124
6186,19496,19299,13644,13319,11568,10725,16546,15410,18500,6927,10375
6187,225,1041,14314,13358,19000,2665,11402,11297,3617,853,15685
6188,16376,5151,19706,1493,18809,17984,2572,6732,7098,3504,7120
6189,8427,2639,4366,6169,9823,4552,10486,3504,12805,12511,7188
6190,11881,11016,7546,12211,6872,6113,1522,14593,6395,11787,18761
6191,12813,8060,12153,8612,9460,13211,18080,2160,19990,12583,6971
6192,10328,15450,7565,1819,5562,8209,4090,8907,3525,11437,8715
6193,10674,14131,2528,11793,16661,6544,5643,5716,7794,18260,8497
6194,4440,14244,4057,14751,9750,1267,7843,1392,16316,18332,5512
6195,3399,14500,16154,10492,11580,11353,5258,18727,4975,15447,2185
6196,3243,642,17713,4861,5082,791,5218,18619,7577,15899,15860
6197,14550,11471,14075,7113,2966,17076,18806,17486,10704,1121,5157
6198,7302,6153,3050,16963,12096,8660,16748,19513,3447,15953,5160
6199,3602,19092,9623,4655,18205,1798,19952,15085,12566,12140,552
6200,3718,19378,3690,3448,5952,1034,8658,15895,2963,2856,1806
6201,6016,19842,11859,15124,10950,1299,12201,4108,16681,12114,2505
6202,17257,9305,9618,19008,16355,6334,6741,9392,17151,16295,12205
6203,10999,141,8950,8438,18611,15765,7450,10402,10654,7365,17036
6204,9812,11595,16534,10528,1480,13749,2402,14133,11833,14442,12986
6205,16613,5493,18809,156,18529,15564,14819,11380,2938,7079,5589
6206,11662,3584,8297,2688,17287,14051,14454,14565,13599,14540,19048
6207,680,16195,5000,1494,15375,6262,8488,18603,9439,13167,13685
6208,10708,4426,1351,7883,18969,11108,18006,10990,8367,13496,9573
6209,3920,8836,941,4660,8688,4203,9961,3870,7901,13757,2210
6210,13814,18247,11605,5006,4630,5211,16036,5810,12220,2026,16205
6211,4817,1485,18656,7500,468,18346,10338,14855,9648,7627,15444
6212,18969,2300,1696,16686,3987,7138,13280,9369,8157,13977,3604
6213,18718,5028,1047,17968,5164,8478,9141,5486,19435,7912,16082
6214,16737,7026,18474,16889,9635,12559,15415,13096,14622,18780,19294
6215,4118,4381,5687,9336,10577,17672,5877,17318,9608,5540,13850
6216,18282,15424,18581,19752,2156,3097,19552,17263,3265,14514,3184
6217,14916,7042,18715,16157,6551,3204,15465,15638,259,1624,8118
6218,436,11063,5808,8931,18716,17390,3577,1217,476,18797,18304
6219,18141,9980,4714,13635,7942,714,16792,13021,19431,6234,9968
6220,12043,17002,14812,9728,3410,6503,17386,13562,18350,13199,17620
6221,11694,9505,2328,16444,148,9413,6204,11900,15505,7140,3125
6222,6431,9256,11022,651,9834,5458,2952,2499,3858,16263,1038
6223,1601,11444,16720,2543,6682,700,17078,12018,1210,18789,5658
6224,9014,3476,5056,14657,11691,12834,19876,14863,17552,1619,959
6225,18470,6933,6367,11917,15281,17156,5301,7802,6234,3721,17080
6226,13358,5932,13366,12198,10387,11641,6100,17258,5303,2887,6957
6227,10459,13157,14375,6330,13177,426,9660,10855,16406,4680,13736
6228,16595,9258,7954,1529,3959,17184,8426,585,11611,3784,1104
6229,16407,506,5757,14090,17341,10555,14095,12320,15089,8914,18193
6230,16521,7104,11843,12958,15502,248,4218,333,10212,17794,16924
6231,15865,19431,1008,17663,11731,11299,11496,19377,7311,1128,17643
6232,8643,7660,12207,10751,19995,5534,5931,13967,1318,12615,18642
6233,16115,11595,505,4127,6765,3461,15163,5291,15779,13742,3635
6234,19327,11504,5987,19420,4906,182,18732,17639,19024,9291,18564
6235,6461,14451,10240,1901,17623,6798,13217,1434,11272,19826,2787
6236,7123,17595,5826,14844,4368,7540,3309,2719,19591,7697,9323
6237,5133,10472,7760,238,14778,13210,17047,8581,15013,6071,8233
6238,8326,9244,14897,12563,14613,518,12934,10610,3392,17427,5214
6239,4203,15619,17904,15699,7483,5319,19248,14799,4679,963,918
6240,3142,18151,115,7610,9968,19660,19768,3743,18476,3235,15624
6241,14719,7338,16860,16243,10206,19292,9183,12456,918,562,15935
6242,13027,7418,19179,16528,15205,4503,9570,806,5852,2805,863
6243,11887,12705,10701,17131,5950,13795,2083,15143,4153,3326,18883
6244,19709,1976,18661,8703,16687,5963,18386,13813,18000,18182,440
6245,4558,11149,2073,436,2163,19754,9445,213,11120,6385,9534
6246,14249,1113,3447,9860,6670,14846,5504,11311,3957,18980,6046
6247,14440,6246,2481,15275,892,8798,17494,14207,3145,19806,9503
6248,10624,957,12255,4706,10435,18623,13888,19366,19955,2664,10759
6249,9973,1104,13088,12742,2639,4523,7363,6423,4126,4747,4646
6250,3223,14242,15184,8664,19704,5212,4379,5535,6668,14318,1624
6251,3029,2219,4914,13251,2068,8397,1689,1783,18199,10279,15453
6252,4413,9574,18364,16306,12189,10317,6780,11000,17960,10948,14671
6253,17057,9437,13499,14204,3055,19661,9963,16150,15005,17058,19953
6254,3938,14488,14757,3399,19313,1165,1156,13503,19696,16399,9798
6255,7558,19157,11299,4523,19701,14511,17594,16489,9819,6400,7202
6256,15022,8481,8408,14396,2126,1440,14676,1931,1117,14964,6098
6257,7746,17951,10255,10113,4224,5866,19889,19438,1794,14371,15116
6258,5954,6353,12574,11988,14350,16773,5862,16006,13076,603,16839
6259,7831,14320,7245,18978,12355,4095,16621,13281,7029,1712,1288
6260,18908,16619,17717,8051,13239,17444,3939,9748,9604,9680,2822
6261,16834,8855,15673,15145,11462,13902,18094,7743,2843,14570,8190
6262,12074,16760,17440,17095,13812,19981,19796,1398,19659,13341,18453
6263,1251,15050,4178,7922,3032,5567,2476,12166,6244,7243,16334
6264,7073,1915,7480,14077,10958,627,19159,10364,13220,15879,18805
6265,9383,6005,12801,3146,18226,11707,14024,16874,10817,18310,16344
6266,12070,4575,11816,2232,17036,2812,18899,4468,4249,14149,5690
6267,14138,7870,6163,990,19779,228,4785,9452,9676,8004,16269
6268,17683,17248,14990,18265,7000,15984,18308,7230,8677,13868,7807
6269,2710,2880,8286,19895,17728,18909,9447,8908,9996,10094,19973
6270,10567,17266,5038,11718,14921,3288,12539,5673,9097,14426,13419
6271,11458,12589,2841,2150,5484,7413,12981,5335,17368,6792,5337
6272,6719,18997,17261,19483,18603,1191,3151,8710,3796,9297,19670
6273,15795,17390,12863,1848,14983,18157,13613,17245,2197,307,4752
6274,11045,10963,4939,9281,9572,2273,818,1973,12566,11128,9171
6275,11962,7146,18242,7865,17930,7714,8749,14820,919,15889,6306
6276,1600,6179,15617,11652,19284,4655,8691,14358,17440,16930,18611
6277,11352,11772,10072,14886,17536,18771,9524,13460,19665,19836,9787
6278,16904,11903,9053,7649,4399,18403,9402,13756,4504,13905,16330
6279,18561,7619,3992,7898,11211,4150,4224,12252,8101,1508,15050
6280,16496,11012,7226,17347,15809,12215,9740,10502,18060,11571,290
6281,1520,2568,17841,7669,742,3253,8490,17730,4637,11274,17461
6282,4403,14784,2756,7380,19137,13246,7027,10470,15523,13648,5905
6283,14403,8002,3615,16344,19928,13627,14760,2135,10489,19673,18610
6284,2396,8295,9286,16493,17236,5279,16761,8989,1190,15437,1398
6285,10125,13725,7904,13756,646,5963,17194,19713,1155,2642,3536
6286,17645,12001,9907,806,7036,2249,7982,6707,4818,4220,17661
6287,14603,6181,4446,16187,4111,1476,18426,15047,8763,16010,8264
6288,7776,1779,9119,19024,14548,2456,17276,1426,17437,15336,12769
6289,7610,7175,14789,6962,11010,6209,1599,13813,3211,418,16608
6290,15612,12897,5821,13351,10089,14329,14407,868,6273,1222,4810
6291,12311,16746,8412,18027,9895,10213,14098,10681,13006,17571,17828
6292,19363,10872,442,10942,4776,3422,11310,13235,18978,3009,6356
6293,4676,7372,4061,2692,13299,13054,3384,7179,12663,15279,5055
6294,5323,19055,2644,5241,2195,14911,11780,9010,8061,5902,10484
6295,14566,599,6642,7953,5317,2968,8967,19101,6109,12627,11510
6296,9279,6939,5379,14605,12300,3289,19032,6953,4765,10025,18994
6297,10655,13559,354,18059,5862,6869,9707,7632,4945,9694,5298
6298,17666,11776,15651,1974,9591,4298,2893,16046,13331,17176,4477
6299,14723,14915,156,2484,16161,18958,15753,3787,7729,17623,1478
6300,12227,13978,500,10750,10643,10980,1431,10440,11197,4290,9964
6301,17201,19248,568,8439,3116,18719,10168,15240,9272,449,10417
6302,12679,4752,2473,10565,14368,19605,6447,17452,19556,6771,15911
6303,7096,14660,9996,6849,19820,15631,16394,3722,19416,3944,2547
6304,11652,11480,1855,16437,7927,16894,15003,12145,8736,4656,1269
6305,18346,13803,7550,10503,17632,6049,10594,11138,3377,17777,14954
6306,15017,13711,13426,1496,12851,9576,19846,15897,12458,17575,499
6307,16044,9414,2704,11853,6749,6809,170,10419,7649,4504,18953
6308,15149,15553,1074,2723,9504,6997,14650,2058,6632,17786,6947
6309,5268,9638,7977,16251,8952,15933,6597,7796,3130,19223,13445
6310,8694,18964,244,15800,17548,14224,19225,15017,3379,12490,3202
6311,2703,18509,18177,6830,15017,5861,11108,8763,11058,1565,7441
6312,4683,18614,12931,3765,4250,8093,19494,16750,6493,14828,15740
6313,14491,14891,14614,10518,12542,6177,18900,2263,6887,13034,19429
6314,2733,5405,19494,14075,16849,984,11604,6989,10822,456,14589
6315,19296,16617,18552,14266,7903,15392,2274,12927,13560,7306,19798
6316,3742,5951,8722,13896,18268,9176,17145,6740,13259,3842,10493
6317,1219,13940,18352,4002,6827,18214,15561,15402,19948,2503,1660
6318,12577,17771,10050,2391,15783,6038,19302,10351,4110,17766,10901
6319,16955,14763,19495,4513,17452,16297,9873,2101,923,17741,3425
6320,1355,1488,10108,9466,2416,15334,562,4380,6286,7375,7386
6321,4704,18744,9980,3057,523,12953,14113,6410,17081,16039,18988
6322,15593,14992,3342,18019,5237,14418,585,2524,17330,9065,7906
6323,1472,15622,311,17890,10220,1006,15640,10124,174,14012,12771
6324,3499,4365,16482,3847,1560,1688,19607,605,12481,3856,2030
6325,15976,3664,7259,16890,13845,3908,12119,7131,3068,11585,18951
6326,3957,19472,12740,6452,10755,5581,18736,8707,11804,17084,5319
6327,12394,4644,12767,16648,6327,9594,10551,843,19078,8903,13709
6328,14800,14156,6608,13230,17412,15884,10542,8120,3357,10889,6613
6329,2127,6240,7701,2868,14640,6068,13379,7631,7824,13582,2842
6330,14450,15032,15436,14850,11843,6940,4910,6474,8774,11042,10591
6331,13487,8318,5959,1314,16038,8771,4704,13767,19041,13060,11709
6332,2410,1524,18857,9977,3649,6537,13763,8375,9334,19482,6776
6333,3598,11530,553,8514,9368,17550,14593,3767,19379,4173,6833
6334,11756,6650,6911,16688,15411,13657,14936,7534,12634,7234,7707
6335,10901,13659,14293,7064,11305,19283,2870,4897,8814,11872,13342
6336,15934,3751,1207,10874,2182,7073,7893,8983,3363,10274,2129
6337,19949,874,4561,11893,9888,9232,4369,1867,154,18840,600
6338,8447,607,18035,4936,2104,9418,7030,18908,6751,11568,9865
6339,4583,15944,869,11405,8485,3623,1571,16801,15518,14534,15088
6340,14345,142,8317,2870,2190,16897,2293,17244,5547,7810,15091
6341,14860,13229,8226,9114,507,3405,17238,13117,10284,16203,10240
6342,1435,17663,15529,12755,17134,12801,19828,10803,12075,18977,9737
6343,5607,11614,5746,8461,1457,18464,6399,7694,4493,769,15692
6344,8134,13529,19639,1822,10376,3975,6461,1449,6815,12995,15416
6345,6926,15477,1320,7876,18854,8444,9248,109,1703,4957,17086
6346,14962,1138,10229,15848,15021,17660,346,10016,2272,11777,11442
6347,17375,16377,19231,13343,8218,10123,17098,8232,16691,4082,6929
6348,9115,3388,14252,9126,4246,8447,8116,19721,1238,17940,4431
6349,5427,7653,10367,1810,14573,5337,19075,11483,8205,2518,19598
6350,10873,4537,12038,8829,3442,19115,16171,9653,19325,3228,10059
6351,5118,15864,10656,16428,17832,16442,2521,9887,9238,2944,7425
6352,5686,10944,3591,3564,10304,2691,2741,11485,14927,15496,18525
6353,1775,5745,10403,8586,11858,14682,6321,7488,6116,19942,1055
6354,19886,6626,9084,12908,16403,11183,10942,19311,5288,3308,11220
6355,14574,15956,10826,10773,16983,16019,10111,11080,18420,7892,15630
6356,12223,15905,12785,13413,8425,5524,3086,16219,18772,14267,4519
6357,19217,8032,3209,10429,11859,3753,15074,4287,2845,671,9754
6358,17624,18084,8919,5170,14884,15873,14711,5297,15024,18285,10728
6359,11721,13336,13874,9568,13671,18111,5329,295,12993,4108,18190
6360,8178,14369,15598,8620,19339,8965,3724,2128,15604,8209,6553
6361,11418,15125,3011,18885,11963,1508,6220,8468,4190,17759,11453
6362,12731,9456,19810,12255,16015,13002,6557,1201,8152,19686,10972
6363,5325,16974,6152,5933,14071,18303,15683,13188,14482,17901,19373
6364,4989,3617,2643,18700,8875,8392,19510,10787,12882,2245,15815
6365,265,8149,14587,19898,439,14450,19427,8191,1425,8476,9012
6366,1423,5926,1442,14887,9645,19280,591,7705,12334,14232,12908
6367,4925,1123,19968,4665,1378,7563,12800,9066,2685,12163,12906
6368,1157,2710,18873,5201,8706,11241,10409,1117,8151,15067,14618
6369,17160,14056,9450,3174,5164,7121,10094,3776,5526,11134,5184
6370,1861,15858,13605,3044,11647,4797,14511,4646,19805,19875,933
6371,3726,1564,7877,12538,4330,12453,6142,2706,16224,12346,8088
6372,17795,11501,380,1509,8222,2090,6679,10628,8134,3448,1748
6373,3497,12267,2343,13957,2263,11033,7671,6440,12752,12368,9026
6374,305,12826,6712,4921,5014,6019,11491,9936,1764,17705,169
6375,5474,3686,3936,8424,818,2048,11055,8555,15563,486,3198
6376,6348,963,16612,4889,14206,2615,6793,4524,16418,17427,5429
6377,493,11065,8376,12606,16549,1563,10069,17714,9401,2559,9828
6378,19991,9749,6617,10452,8601,3444,13095,9001,19168,17696,1454
6379,3112,7370,2217,17827,5424,14055,15074,2312,11453,1941,15982
6380,16336,15905,8798,2589,13058,1772,11654,13148,9711,14639,3095
6381,1847,19322,14144,13634,14959,19618,11046,8992,436,9941,690
6382,3236,16848,13052,19797,16017,1408,1158,16822,14134,17116,16738
6383,5238,5789,13346,10714,15315,4035,18113,13389,7348,2285,1424
6384,12381,5132,499,5162,9143,6833,10973,14807,6849,15664,10632
6385,11956,1203,14974,14007,14348,5416,16114,12837,11685,6555,12218
6386,5077,6574,14706,15698,18272,10920,3828,17113,18732,14722,11225
6387,9725,8391,4549,19321,9205,1669,1447,8267,149,1884,15688
6388,8545,17842,10037,8673,1290,5964,11711,16381,2794,14716,12759
6389,10694,7244,4579,15133,10102,19621,6297,1770,1366,8953,15586
6390,6025,801,379,17648,13590,597,9646,3938,739,1518,13527
6391,5626,17025,14174,1661,15498,1448,11933,9394,4270,2526,1652
6392,3875,17627,10586,8474,3456,10545,12539,2067,7947,15843,14803
6393,177,9762,4047,16742,16913,19833,18530,19904,4528,15890,15993
6394,16772,577,12852,2863,18768,898,16493,2678,19726,18028,16109
6395,2431,7268,16713,8302,10915,11299,4285,2937,13051,9480,6138
6396,14206,4370,3449,15108,19436,13468,14391,2917,18810,14576,13967
6397,3214,2139,13157,17148,2515,5593,13263,16240,16545,10108,4904
6398,17966,9495,16082,13261,15387,444,6330,11614,18805,16573,12034
6399,3307,14057,13491,15721,3969,14466,10044,12104,4270,149,3643
6400,18091,8251,241,14690,14965,12103,1331,14550,7760,18032,10393
6401,4524,8586,1197,6725,5793,2457,7909,5221,14668,2609,17021
6402,14283,9529,4889,868,10335,16892,13838,9738,11359,1187,3423
6403,17497,19794,16022,12102,12972,5790,1871,1847,13353,19378,14498
6404,2313,6163,6239,5358,15510,2212,3636,3382,1571,3654,8221
6405,15788,1855,12304,7150,19284,3665,6956,11654,7138,2943,5118
6406,16897,19127,11591,6542,12859,18539,19940,123,4878,2078,12295
6407,15489,6373,3017,8130,13557,8792,17061,10444,1858,3451,14860
6408,18608,2931,14359,150,8378,2738,8360,16799,9392,8673,7161
6409,6313,10458,4208,8432,4734,393,14571,597,13053,5398,1547
6410,4335,5365,13475,192,8187,8402,2006,13464,18855,4799,19127
6411,3865,1537,13972,10563,10602,16820,13045,15364,12025,14877,12268
6412,18044,6760,16689,2566,8364,19904,5722,19297,4556,4556,12841
6413,7287,1204,18873,17212,17362,3996,3104,12381,17141,13504,11070
6414,18128,14924,903,10678,12846,18837,18235,15318,16980,13791,11414
6415,453,2885,8530,4965,2392,5055,8600,12528,10660,9610,18969
6416,11963,8669,453,5331,15043,282,15143,3874,309,11853,12065
6417,5111,12788,15583,13739,7817,2542,16271,14480,18039,11607,5265
6418,11050,10528,5627,19545,9977,14540,16072,14434,11755,4899,13894
6419,15907,15500,10059,355,3531,6315,13612,11833,8248,688,7925
6420,11198,10019,12095,5227,818,3387,10357,3281,13015,9762,11519
6421,11509,4168,658,16924,15574,3653,7970,7123,13728,19898,6658
6422,7959,2437,5502,8500,15473,9857,11342,14149,14367,9402,10865
6423,14265,9074,13470,8605,19061,9177,19224,1185,9478,16855,15886
6424,4681,17608,7724,3149,13054,1322,4961,13100,6918,11057,2700
6425,19264,6433,19234,16640,10035,5844,13730,7848,149,19151,2432
6426,7397,2745,5856,2722,19823,12154,997,14796,16317,12861,7710
6427,17984,13263,9959,579,15909,5641,11075,18454,16141,8648,993
6428,1625,5438,11721,960,16667,15012,6114,1649,12358,17404,7814
6429,6557,3341,4398,10065,13415,13179,4871,3791,13109,11845,14604
6430,8489,17395,12023,17495,14144,1834,5098,3332,15005,5743,1526
6431,2850,10387,8668,938,10951,3589,14667,8173,6108,9296,3682
6432,18314,2324,14673,16245,4519,13542,12115,16923,7881,8893,5784
6433,3200,3382,12931,12456,8734,16001,6508,17787,3792,8183,9771
6434,11138,19371,19482,12000,15014,16308,243,1078,19840,10172,10137
6435,17260,8751,11889,1482,13428,8381,2992,6310,8521,18515,5562
6436,10175,10311,19011,12907,8062,14144,9765,18021,6935,14015,3083
6437,6602,11791,11404,5196,15634,6701,14724,2527,10170,18083,12530
6438,18905,13010,6962,17681,18641,1229,646,13038,14456,2353,18652
6439,12501,12552,16534,9445,11258,5523,13768,18193,14454,17166,342
6440,17132,4116,7325,8403,12719,16423,3362,6972,10401,4719,14456
6441,9850,15249,10116,10140,227,11319,5474,5380,3489,10088,18967
6442,12713,12752,5760,6057,7122,6099,19656,15546,2296,16381,13920
6443,5597,5083,7767,10978,19486,13565,4740,2977,14070,4695,9234
6444,17195,14293,13144,1686,9664,2019,9785,13790,18088,4001,2901
6445,7644,1567,7221,13942,18458,18172,10586,6982,12837,18324,9871
6446,7945,6009,6072,17313,13119,9877,13127,11901,2953,9503,12786
6447,10781,13430,1888,13646,2841,3488,15870,15889,3131,4819,9058
6448,8849,143,5908,9629,16861,19529,13455,5573,1809,11657,5207
6449,13801,3778,14120,18871,19721,10270,17662,12959,13883,16936,4330
6450,12746,10258,18984,17050,8754,16821,15755,4096,13858,14325,5976
6451,13436,18154,13160,15413,13788,16451,4825,19290,14934,17029,14323
6452,15517,2114,8652,1613,5851,10066,14216,7186,15938,7127,12190
6453,10666,2828,4719,4097,17571,17588,3735,15573,5698,11483,14186
6454,13001,6769,16620,6391,5612,13580,14723,4309,14229,12164,5076
6455,10754,12368,3448,4326,8916,15647,1592,6100,12424,153,17060
6456,10912,7672,13253,2156,8105,2039,2912,18059,19093,15001,6079
6457,11900,17265,11815,16276,6257,5452,19571,5959,10649,6242,7853
6458,17799,8498,3165,7395,17823,14492,11139,8460,6661,9265,14498
6459,7801,15368,5610,12025,17475,17352,13489,13463,1717,5561,1558
6460,5234,13499,2988,15051,16464,11629,12870,6349,12120,12104,16807
6461,14778,13916,3197,5143,11893,16628,17848,668,635,1229,15661
6462,18360,12040,622,11586,119,5861,6728,11154,17065,3128,18871
6463,18473,17013,17768,9874,18365,18199,7372,15153,8620,11720,12426
6464,8033,18034,10094,15464,5549,12252,17727,4605,290,4610,18431
6465,18394,9376,2678,16748,2704,19237,11286,7282,16803,14192,9176
6466,3233,16683,16377,17441,14920,11244,2810,2261,14527,16846,9546
6467,205,7565,18409,7877,6695,17448,4625,3707,1886,4372,5441
6468,2685,14034,5359,1600,5492,1516,10216,14993,14412,9711,7576
6469,1563,3103,412,9291,11534,8397,19065,5353,14348,19608,8862
6470,18991,19765,6276,14638,9798,16421,10992,1621,7407,1578,16864
6471,16485,4448,17991,9902,14707,14201,4991,581,2124,2714,3549
6472,6460,921,1041,13387,18760,1344,4380,8625,17955,3439,19259
6473,5727,18434,16252,18102,16880,9016,7831,7261,4897,4658,2593
6474,19817,14845,8819,4581,6882,1987,9477,18152,17026,8960,9991
6475,19378,915,5479,7521,2862,11666,17401,2175,12625,17347,5119
6476,7175,5292,16251,18267,7810,12385,17842,4226,6934,8159,5273
6477,19500,7755,612,12409,19641,2415,13727,7302,8877,11954,5327
6478,2925,16057,1740,8990,6687,4892,469,15482,18620,13132,5797
6479,12591,6627,6089,5690,7199,11020,7707,1499,12874,13325,427
6480,18093,14329,2702,9158,3368,8858,3797,15792,18400,14210,6726
6481,1408,9934,7770,7828,12549,15973,7701,13969,8111,10969,3989
6482,18781,18427,16190,7748,12129,3999,11722,8125,17988,16838,5381
