"position","sim_001","sim_002","sim_003","sim_004","sim_005","sim_006","sim_007","sim_008","sim_009","sim_010","sim_011","sim_012","sim_013","sim_014","sim_015","sim_016","sim_017","sim_018","sim_019","sim_020"
1540,4185,10032,19519,12121,11469,12370,11396,15174,6343,14933,14958,2745,2210,9739,751,19310,9605,12171,2771,4507
1541,18504,19530,8851,15999,403,1659,8790,15366,11936,3837,2077,15798,1233,18951,12459,16883,13785,8600,9797,14290
1542,12583,2245,17867,15519,8261,4037,6252,7432,3140,11205,16409,19843,5060,5020,12911,2070,3557,5129,18291,1791
1543,11844,14420,10319,16726,13543,7637,7218,12472,8015,14820,9493,5246,11644,19450,2235,19905,18454,16576,10222,1931
1544,14734,2983,13111,9650,5181,7080,12607,17407,13642,12678,15755,8582,13722,2385,12998,17303,1485,14915,15124,8648
1545,16894,19698,267,16219,7282,15259,7559,18728,13312,1485,6073,3471,12948,15062,9598,18036,3130,11631,4248,14291
1546,8627,1024,10288,5407,13513,2155,1247,10477,16226,9711,3591,16188,611,19231,1657,5863,6780,17798,16663,2321
1547,12966,6150,9440,17595,3197,12862,12713,18551,13189,19610,5302,13973,14304,2319,1248,17050,17871,7041,5657,10736
1548,10509,11579,7595,10051,14890,266,18096,15283,13515,2651,10758,1394,12727,2697,7624,15381,1638,14965,4867,11622
1549,5308,17871,2033,13553,8764,14180,1542,15264,3868,4467,12637,8436,18280,489,16737,1312,12993,1798,12939,16520
1550,7433,4190,13865,13129,17082,19792,10709,315,15668,4877,9199,253,3024,11323,6384,4991,2213,1789,12628,216
1551,18722,17951,9019,1702,4958,4954,11640,14088,13964,13967,4125,11906,11734,18883,4975,13888,12326,13046,6313,8176
1552,3086,8586,12840,6896,8723,18402,12864,14102,11138,7069,8294,11997,11100,4503,18204,10548,7849,11575,5135,16396
1553,12467,930,4206,12544,18757,3098,9258,8929,3264,3139,1505,12448,14122,6613,125,13400,15693,11704,16344,11111
1554,2942,2749,3706,7936,5647,14873,17406,12300,5817,18202,13347,13346,8845,15425,9833,9697,9302,19188,17176,9368
1555,1426,18387,2031,5486,9612,17348,13223,8503,8172,17965,15349,13452,14718,707,11162,10066,4815,9692,5067,8294
1556,720,15604,12249,5567,4821,12985,15925,17444,9626,16433,6046,140,18875,146,2376,14022,10109,19333,16135,16701
1557,9027,2379,8359,7006,8149,9359,15109,9845,4022,7054,423,4677,12604,2076,902,18561,7425,12814,6464,9792
1558,15378,4837,8863,10587,12879,8729,14367,9713,10976,6403,15378,17706,3415,11915,13746,13339,9149,8180,4118,19448
1559,16949,7318,19821,3805,8047,6163,15172,1014,15391,18756,13329,3088,10505,2301,12104,8055,12545,11681,6578,14051
1560,15322,18498,9148,15033,18940,9599,238,16161,19166,2174,2977,12067,15583,18335,15212,161,9792,14064,4257,15549
1561,1629,19989,19006,16506,2015,15867,5298,2408,1957,5158,11319,10998,17744,15180,12433,13068,6870,11719,9750,9502
1562,6158,3149,17068,12529,8369,7588,10449,7366,7674,7077,19417,10085,5313,4215,14262,11233,9807,5929,18824,7586
1563,15698,10794,6282,9696,3530,15125,2144,820,571,5837,19587,3711,8304,12722,1082,18043,16871,6410,680,10921
1564,17830,5085,9956,10306,2159,18444,4803,2011,2030,13894,14516,3566,11878,6590,3732,12415,11922,12161,1735,5220
1565,4735,3802,17367,7874,3491,9396,19610,14463,3636,11068,1236,6804,654,10944,13487,16953,5680,15275,4896,1057
1566,3301,14925,4000,18721,3607,2710,13801,1214,16174,13028,676,5828,2673,8298,19203,2530,5287,17012,13045,9846
1567,18260,15735,16677,1053,3778,19519,14630,590,7999,4563,5890,2256,11081,5380,3080,3245,6333,6067,4438,10253
1568,2145,19202,11582,13837,19706,919,13887,12469,5565,16734,4210,6888,11043,234,643,1396,3209,18169,166,12849
1569,8132,7116,8415,16531,11668,983,11536,19229,917,8096,10769,7749,7972,3431,4321,12841,18009,19211,16294,12032
1570,16105,2843,8147,19177,1596,10061,8197,5908,19988,16835,7936,17075,5021,7877,19326,4509,17336,16988,7669,15754
1571,9360,1750,7420,9666,15689,4632,13796,2939,12911,18313,7562,9862,13940,660,2334,16345,6953,17272,16610,15071
1572,3871,17349,3692,5281,2184,16861,3685,1212,17729,14618,1500,2833,10674,13215,582,11978,352,1745,16108,10424
1573,5042,6634,6435,11799,1083,17377,4402,9262,8154,8074,12803,2735,14009,15205,19053,15817,4470,12207,8598,17169
1574,14213,1330,9697,16470,12625,5982,8208,9928,944,5200,3388,14707,19505,17027,16907,12186,6789,3653,13122,13133
1575,1964,11956,6974,11533,1088,6232,1900,15564,16122,2676,11979,16715,14598,11686,10744,18025,153,2877,7543,10629
1576,19669,19284,13613,11044,19914,10882,14358,1068,12208,14816,18974,17045,12060,821,6197,13098,7873,9594,5453,223
1577,7199,2019,9801,3378,8564,16433,10410,4424,17754,5693,4134,14541,1629,2415,1592,2612,1175,12278,217,9518
1578,3097,16117,4562,10026,3583,16767,15106,16207,1046,6869,14048,11679,18735,16924,16830,12190,8025,6892,13106,463
1579,12457,7888,13024,4676,18037,5379,8510,18119,8909,737,12202,750,5700,9535,8557,2949,5732,570,18402,5724
1580,8296,3165,5930,12520,16606,12764,15419,2885,7067,3664,17880,14791,16038,5329,12229,17057,1689,6196,12731,6737
1581,2269,16769,5428,3367,400,18542,13116,9684,13076,11379,15397,9352,6479,16040,18224,17543,19019,15536,12735,8525
1582,15458,3889,1286,6648,13010,14886,6492,2784,2323,16321,6329,15689,19078,8888,13587,18499,1471,15410,1904,17907
1583,18116,908,13080,14230,17312,13492,14966,7779,14181,11355,1770,11672,8520,2259,11685,19335,7078,17722,13530,15365
1584,16866,15244,386,9067,5211,11331,6775,19261,6357,14691,5030,15586,4693,6899,12832,17529,17677,19153,838,13011
1585,8023,2781,2180,16424,12447,4342,7984,8127,12879,1038,13720,15062,18991,18772,5957,10021,10862,3922,10955,10568
1586,11653,14264,7536,15976,4062,3937,16946,5701,7405,15467,10245,14664,17090,6123,14927,16227,7195,3372,3518,3381
1587,11597,16916,3197,11155,11748,13948,8647,9796,5902,9175,6030,1000,7372,16955,6273,7259,15584,3391,14537,14617
1588,5565,18902,15412,19817,15762,11354,5173,6012,6032,14114,3962,6636,13016,11747,12994,17679,1106,19928,12352,14300
1589,6801,12420,10305,4537,18927,2230,15835,7230,9516,6002,16181,14804,19188,16236,11963,6303,16388,16913,5590,9794
1590,8302,3074,4112,2159,14749,9488,4666,16398,3017,19945,11214,4593,5231,17411,2681,17257,8107,19476,18385,18526
1591,17591,9617,9145,9070,5398,18930,19956,1871,15767,3822,10477,17086,1268,370,17096,1726,18795,6934,4163,1288
1592,15662,18612,948,7807,4625,446,11572,7406,7777,2788,16862,5331,4140,1725,19722,4088,3821,19120,4515,9034
1593,12196,5207,12628,19451,19133,767,9685,3542,454,9985,14805,11273,18755,7034,18532,6082,403,7535,1647,3562
1594,4777,1687,10386,1108,19504,17414,9626,2341,1930,19012,14790,7126,2544,11879,17749,3032,4831,2103,341,16171
1595,12106,10739,691,12283,17983,11043,6643,6143,3514,13672,3534,8855,18231,6638,4255,12060,3875,3009,8757,4402
1596,10659,10003,9319,1435,17703,15034,8657,9846,9564,12082,10018,8574,15561,14072,9776,8608,5278,11513,9866,9855
1597,19676,8515,7311,2153,4129,2590,14955,9105,3452,466,16847,17300,8331,16692,17871,6582,7323,13606,14327,11510
1598,7025,3923,4965,6924,8364,9372,2461,9484,429,13096,7250,14104,3229,18485,492,7249,19608,14489,4323,4457
1599,16006,1320,10085,3500,16705,17046,16850,4028,1659,8288,8747,4977,19250,11031,12543,12615,15802,19241,11079,17994
1600,2936,13195,13656,10918,6972,3148,11417,14160,10264,12163,4234,2857,1228,12651,19054,12027,12771,16960,5622,16559
1601,18816,4537,12472,3887,504,10031,12593,11159,5611,1676,15533,5504,13360,8891,9001,10748,5922,11454,17944,264
1602,4814,6753,18525,17271,496,12719,8748,7058,11386,6098,12132,16860,9526,10045,11233,12153,18217,16708,11959,12216
1603,16738,4662,6615,15299,10766,16950,18738,18583,16083,15291,1987,2714,17847,13860,3689,12563,14348,17967,4866,19197
1604,3820,9108,18723,12835,7767,11014,15387,14005,16923,5347,9291,2222,16487,11782,11212,1243,18981,18417,1115,9686
1605,12588,16099,19889,3395,5877,11587,1986,3522,14528,11834,16824,1440,6304,8504,11733,609,2423,4295,6285,4998
1606,7401,13008,9567,2451,7009,11471,13371,12105,8133,12512,6203,16499,11605,3003,17616,14214,15027,1722,17409,531
1607,17270,5010,9330,15400,17855,8663,12245,8192,4141,13249,2695,19766,5771,16287,17764,3887,14159,7244,5199,6327
1608,16067,14519,8345,768,4763,10578,10972,1398,14288,16573,10795,18707,11971,7782,15357,5700,1378,6978,14851,6644
1609,849,6964,13331,10847,18855,14145,3907,11530,523,5729,10776,17650,10355,5741,7697,11822,18348,2846,16824,13838
1610,1879,7025,17666,12533,4425,1811,16672,698,2516,11393,15867,8576,5918,16474,11012,5534,17057,13460,1237,13451
1611,3975,6436,5026,3508,17985,17202,764,6856,4251,10541,17726,3321,1118,1595,228,19408,2294,4616,1380,8128
1612,13747,14658,19214,1598,13711,10494,1536,7143,1226,7522,13833,14980,5798,19967,17131,16066,17340,19471,8291,12678
1613,19785,7262,1316,11744,1723,17465,7991,306,15789,17036,10643,13257,3118,9313,3804,4284,8970,3799,11938,11988
1614,7644,16364,7636,2163,16922,18556,9180,13626,8192,19564,6873,5181,3000,2667,6510,17151,16337,5041,10628,18786
1615,4957,1939,11983,1740,10229,19303,7304,13422,19797,9203,7408,16744,9697,165,12055,11961,3937,17368,6363,9306
1616,11161,6034,19856,3435,619,7918,6865,15228,14407,13290,15164,1077,15589,12196,15783,845,214,5569,16773,5909
1617,15855,7478,4967,5937,8953,5403,16813,8546,19673,18069,6258,6770,13283,6422,13381,18549,18178,16153,3517,1983
1618,11133,11286,280,4302,3674,12804,9398,5637,1132,164,8367,8393,16064,14349,2495,113,6493,4241,17981,12107
1619,15136,14100,14955,2653,9289,3656,4818,10831,13369,7193,3053,5726,5456,12131,2977,18693,8156,10705,687,10795
1620,12198,3285,6060,14079,14199,4550,18391,8698,18245,18163,2764,14603,14203,2077,5812,3078,18701,6020,9042,3629
1621,4388,18617,6547,8684,18944,12022,5228,15725,12987,9051,17913,13408,7525,14095,9699,8059,18659,14581,3742,16866
1622,5002,607,4001,14130,9099,9621,561,8058,216,18829,19168,4920,16026,3651,12855,1912,1739,10864,19816,15059
1623,4601,7013,19534,7445,19903,3304,8520,13688,1018,9608,1237,11952,4695,6887,18046,5302,16285,13043,8678,17606
1624,9349,2877,16365,15937,1731,17718,14857,2710,10561,5467,15107,8707,1848,6168,18560,12836,14588,13334,12558,6432
1625,2795,16003,10732,7206,17781,7797,8922,10652,911,13007,793,11937,13643,5995,18757,17029,11922,18692,11072,2979
1626,18465,19081,14304,17775,13884,3221,2929,19996,15275,13457,9791,4482,14371,11370,11342,19754,18768,16891,17546,15198
1627,17963,7520,105,3894,984,7481,6794,5694,13068,11112,13146,12493,4313,19204,9099,19826,4019,1320,513,7675
1628,17958,5162,2688,8110,3576,5100,3776,4816,17959,2661,11903,2837,10072,6342,10385,3291,6428,13953,15806,6873
1629,18809,8569,7829,489,13899,10515,3291,7794,13774,9940,13306,18329,952,13833,14794,6230,7839,815,5408,5138
1630,16539,8763,12523,13600,17788,10611,1683,19266,12227,18143,1893,14338,10834,10765,14254,7727,1002,6380,1172,18976
1631,1424,1867,17006,299,19217,7631,1551,8244,7656,14365,16843,17032,881,18812,5364,19332,7374,17898,18345,7176
1632,8901,13951,7538,4665,7871,11598,18084,10606,700,4495,17272,9370,10315,12080,9921,6195,16444,5372,11447,13058
1633,11391,4739,14831,18082,16485,6337,19615,11951,17230,16898,13759,13089,18772,8323,3312,2188,12118,13773,8358,13693
1634,8314,15937,3656,15473,5924,8587,16954,5152,17819,19905,1104,15940,11846,10073,10384,1757,257,15341,16567,10403
1635,10572,2844,265,17049,2237,12547,14193,5944,17952,5977,1758,14269,2326,4796,17457,8749,17885,14767,9337,15489
1636,12712,1803,9197,17051,19347,8101,17682,3876,7292,10177,8152,10564,4566,139,19543,1870,15629,17122,13011,236
1637,18894,5710,4770,5583,16965,17789,17725,19482,2924,11268,2735,6011,17671,8541,15616,2972,1556,11662,7636,3959
1638,165,1914,2198,18328,9640,15064,8404,3160,3413,19017,8698,10402,11068,4249,10852,8093,19420,2220,13243,6026
1639,10128,1044,5792,13108,13128,12208,299,13069,11331,823,13629,13525,19826,5260,6803,11330,4647,17560,12813,3984
1640,16133,4577,9912,10261,17619,4089,12616,5569,16035,7975,17003,14103,7275,9577,8942,4331,1915,6648,9128,15998
1641,5974,16669,12075,4166,14396,2645,17315,8260,14975,18262,13399,12861,13091,19648,16389,12611,1851,1145,10552,5123
1642,6509,6293,4955,8452,8958,18245,8118,3876,1542,6392,15247,14605,17060,4895,4184,17778,4063,9902,10746,12965
1643,9513,4994,15605,17010,10238,10257,1839,159,814,13598,1756,8126,19604,16735,778,8189,801,17976,8175,19800
1644,10675,7961,17634,2754,11437,14898,17619,1904,10803,2765,16013,16315,15287,11408,6068,13579,3319,17446,10839,9839
1645,12959,10173,17655,8980,7651,6733,2726,18341,4544,17974,17583,5062,661,7439,6500,13315,1543,16103,10626,4161
1646,14837,1554,3229,18701,14016,7756,19775,11300,10546,16568,19212,14478,10177,8487,2815,8436,12697,15689,17200,11144
1647,2805,8670,19169,8815,12229,17729,14721,19200,531,16353,17445,17432,398,8358,15496,13076,18597,17240,5921,19967
1648,1209,9757,4058,9422,1465,19928,17362,19382,16032,9725,12694,18482,6018,5862,3409,15542,5138,4588,15434,5634
1649,438,18907,6860,1922,11013,15520,4025,3657,12871,16614,18608,7144,14854,2589,11494,1364,15014,9492,18698,11874
1650,7715,12227,1243,13944,16046,17436,5607,18157,14513,9764,2945,16398,4125,714,3767,11857,9025,10034,9548,9015
1651,16609,7268,2331,661,19005,9409,10950,16196,14227,4067,7154,14639,8501,3096,13866,5224,13102,4469,1799,948
1652,5242,10824,8084,5325,8979,17314,12563,4898,12565,7208,13873,11324,10648,1262,9435,11200,12130,19462,9164,3335
1653,12490,8547,14008,11442,18046,2291,16065,17081,18301,4142,5062,3358,7514,12843,2106,7557,10273,16503,18923,8980
1654,5806,5652,12005,11677,9364,11058,12895,8894,6106,5608,19602,6090,5797,9878,5774,10123,6241,2712,13376,8739
1655,16319,2724,4406,16645,13836,13602,19591,6055,14009,19468,19256,14207,10228,12046,8962,12871,6236,1281,15163,18982
1656,4085,17953,8492,6727,12038,8886,6721,19628,14034,19582,3576,15671,2154,18011,7054,19131,17117,8171,17206,4351
1657,9702,18405,17784,1016,13731,10601,6096,10402,10260,19932,6614,4019,2708,14430,4181,19262,4547,14084,15214,8840
1658,7319,19303,16148,6399,17087,17868,15888,10877,15214,17977,14125,10542,10063,2434,9122,153,2826,4552,8521,17294
1659,13748,4293,110,7764,9180,5980,1265,11148,19253,11687,7683,5230,7584,10536,11431,6177,211,3466,13883,13259
1660,2648,8791,12313,9862,270,18116,6546,5148,1945,1030,12905,1178,8573,9026,18193,14788,19005,15097,1186,12333
1661,6332,7422,7112,16207,14007,1143,11625,8634,11066,10283,5063,11495,19204,11461,7609,10485,15972,11119,15063,18151
1662,217,17215,4156,9397,6967,7529,13252,17531,14881,16161,11534,1279,914,14661,17940,5803,10940,708,15766,447
1663,4124,18128,17223,12090,6564,18477,4989,14638,8623,12645,9645,13646,17751,13797,2420,6446,4014,6220,5794,13213
1664,19473,17946,8179,17676,17335,4606,3597,766,17623,9184,8945,5718,11038,11426,19401,6534,13250,11328,4445,17426
1665,4988,17945,1669,4588,15881,3539,17626,16900,18739,19777,4568,15424,5498,8633,7776,14901,9722,7274,5875,2475
1666,190,4084,9767,5655,9602,9042,934,12528,15274,3072,9336,14621,8876,19929,18587,2158,4034,4334,11786,692
1667,13046,9331,6265,3939,775,143,13481,1784,2938,19119,17917,16326,14133,13632,5834,4651,12865,14286,11814,8627
1668,782,3815,17269,7710,326,18823,11675,2408,18724,9721,9372,13200,10558,11645,15602,4353,10892,12603,10447,211
1669,2564,12308,11380,14777,18868,14270,8850,18830,9738,3133,13892,10493,18412,16680,12268,4335,4118,3485,7953,15094
1670,4217,16294,635,11946,6996,15377,5739,11337,14875,14100,13169,7540,17669,2003,580,1814,1737,10187,14902,18131
1671,2648,4557,1513,2800,9533,5052,17136,985,7720,4269,12138,11987,4218,5225,14782,4017,15675,12671,882,14120
1672,3466,17198,4237,3872,2350,1452,1968,3890,5693,8753,7171,13590,4973,18287,2468,3552,17419,16489,4509,10604
1673,625,12233,11993,377,9419,10311,13946,19682,5960,824,9379,19366,8057,7114,9814,9244,6002,17266,12618,3460
1674,4762,6117,14967,17715,15684,14745,13958,8472,842,8475,14732,9359,1403,188,15459,376,9039,12140,11039,13474
1675,10062,14467,17399,2378,5286,5007,4144,8222,914,9556,6460,11107,19590,15720,15820,11304,11139,16851,6663,8068
1676,1904,17661,3007,6354,17626,3556,8038,7779,15765,1653,18607,15364,8652,3674,2190,11968,3105,19266,104,680
1677,1543,1645,3602,12108,19573,2347,19196,15781,18463,19930,17115,11835,19945,15772,17482,15818,2559,18971,2895,7972
1678,10720,3979,10526,12831,12364,3517,4099,9591,19832,10174,13622,17944,13640,11197,11929,12049,2275,17319,5165,9169
1679,16445,4363,19535,14205,1023,13531,8880,6367,4529,19393,18433,7267,13031,325,11994,5725,15526,11920,13893,11687
1680,11924,1879,800,19068,7933,17749,1614,3402,489,5775,8201,19977,7453,19046,7411,668,8003,9723,6393,223
1681,9495,7194,16520,16163,2777,8954,16100,11051,7266,7159,6812,1532,11701,5209,15304,6967,2385,7518,8675,8389
1682,8978,18725,9983,9971,1813,19995,5175,12049,4063,19719,18478,19109,6454,8922,551,10500,19332,7331,15265,6223
1683,9400,19486,2398,9716,6116,14942,908,17266,9576,15579,5417,3792,604,8016,12776,236,9691,3170,15153,12058
1684,18328,15892,10904,17426,17001,4536,7492,7536,10729,3372,10116,12985,569,1391,19345,19927,6243,6279,12690,7752
1685,6647,8339,17423,6350,10272,6473,19805,11606,11608,19895,7726,12975,18726,6994,4610,18692,18375,15731,6807,5075
1686,4863,6019,16828,9345,10241,765,12045,11956,5603,8390,16159,422,3615,13125,6750,17044,15950,12070,10819,1249
1687,9311,14811,3974,19912,11228,14389,13742,19004,10106,15566,4710,12463,2898,19742,13766,19022,12530,5193,18831,13281
1688,18634,325,1661,16783,2480,18815,4544,1866,6003,18120,6127,12272,16251,18964,607,3604,13490,15069,3208,15806
1689,19702,18662,3480,19281,5298,6983,333,19841,7306,846,6611,11145,3683,18657,14210,19177,9560,1153,2938,17960
1690,11526,6343,492,5187,2982,5428,9772,9243,10897,14945,17770,8604,578,19466,7605,15283,5391,15625,12554,10224
1691,19642,8783,12882,10013,3469,2538,1735,18448,19449,7815,11567,13859,16834,925,14905,18721,4437,2156,4819,13697
1692,9132,5732,2505,971,19392,3878,15418,2086,9876,9343,2910,19752,7204,18314,11947,18035,2734,14303,12313,7231
1693,9422,16770,1543,7489,5828,12131,2223,12360,18176,3413,16618,661,11901,6241,10204,14948,8871,3460,8358,1172
1694,10770,16814,9130,3449,14551,4224,7372,2869,13282,18657,8970,1346,8312,8385,1374,12332,5979,3459,2242,17294
1695,18766,1715,5148,18990,5254,1027,7849,4168,4611,11199,16057,15713,7563,7749,7958,16232,11464,725,16542,16518
1696,6505,18418,9304,5123,16895,15917,15451,11422,16342,4291,16092,2781,14545,3211,7222,1684,4264,11823,11821,11263
1697,14665,18308,16325,16879,18259,6649,13265,6093,8370,19887,13911,18746,12852,7444,8932,2691,8147,10375,1840,8139
1698,7854,19500,15651,16446,3249,11984,6189,749,17388,3353,376,19138,6124,3954,14533,5700,15804,15158,16478,11206
1699,15534,2850,5021,18066,15867,13356,11109,9384,19050,7233,2770,16822,17054,17110,18540,19046,11482,7213,9890,2909
1700,16438,17639,14899,4501,17071,4726,4507,9310,15322,10098,15070,8272,9770,10309,11873,7218,14161,7617,12891,15041
1701,18466,2925,8325,19391,14148,14135,152,13273,11410,16476,18654,16446,2715,18139,10663,301,8897,10582,8680,5314
1702,10197,7498,993,10445,13227,7892,17393,15176,10152,8437,11727,19711,900,9298,19510,2859,18100,2939,9821,16462
1703,6556,3762,4327,12603,16853,9807,11153,12066,13184,14638,1029,5155,9502,1621,7199,19178,17388,4867,7727,17601
1704,3825,6604,11148,13728,17587,19147,2565,19129,13309,12964,2438,6461,14401,4010,12434,15518,7862,13908,8475,1111
1705,6899,4876,8875,17087,16056,8525,14201,17298,1936,7754,1173,4308,6938,15758,495,15043,3579,16168,17747,5120
1706,7675,596,15938,14868,5991,13616,11977,1216,19570,18193,6473,17285,10668,915,14206,13142,6476,4531,1680,642
1707,14550,11903,8249,15965,4047,4895,4876,8194,17759,2377,14408,7613,4820,16354,2133,9946,2233,15259,8127,13652
1708,15068,6021,718,19257,7772,4104,15719,16545,3578,17611,10447,11723,9820,5650,9252,8749,15922,14366,19722,276
1709,18381,19620,14149,3739,7828,8628,16905,1388,4920,6576,9545,8867,5051,19348,11683,16523,11529,6777,14343,13954
1710,16388,7160,13525,471,3093,8013,15310,11549,12149,16431,1597,16358,10287,10314,9088,4992,12178,12875,13561,10638
1711,18057,19425,6962,16985,10200,3961,8378,17755,3540,2859,2581,7615,7481,9667,2438,10110,7526,8460,10650,10123
1712,9569,8983,15294,8037,10971,2433,2091,19387,4909,18977,2662,7997,15564,18047,2469,2995,9917,12308,12484,12924
1713,13925,14363,3810,18052,3197,19627,8072,4297,12140,17605,10048,6685,3438,8877,14874,9232,846,1101,11185,263
1714,6823,469,2425,19015,14764,16792,5821,7950,311,4787,15091,17963,3551,2161,2477,18720,11636,280,17440,739
1715,11900,10270,4081,18393,4425,104,11034,3119,17202,8350,13876,14888,15785,14193,10513,16316,15065,6339,354,9965
1716,11740,18233,1983,870,2688,17675,1913,8798,18668,11717,19648,3639,15696,11779,2204,15222,14877,4860,18653,6279
1717,6864,16242,14211,8141,18788,5959,18902,6375,14888,10169,3159,9880,5505,11373,19773,9282,17609,10650,717,19564
1718,9720,14631,2015,1746,6554,17398,18813,12726,13333,16986,10763,7220,12216,11782,13689,5702,973,4560,13467,726
1719,16689,7357,17775,18889,8006,6545,8104,17045,1550,518,17364,13165,16669,16385,2260,3350,16550,4032,18231,8569
1720,1951,10507,7650,9865,1308,17978,15364,19866,12264,2206,1173,4877,13840,1674,8492,5018,15786,10966,1723,3683
1721,1599,9833,19238,19114,12851,4101,16189,17945,319,1293,16293,18147,4741,7420,19353,17706,11493,2009,2810,2668
1722,17314,15977,234,10926,16271,11931,15392,4304,8214,3539,9984,7440,11363,5898,16713,8149,12477,10642,19484,17254
1723,11608,5352,7658,6199,19064,18700,2816,8264,17334,17552,16048,413,14257,17247,16458,14860,7444,10510,11269,10429
1724,1852,16562,11180,2856,10829,9144,16675,1394,7316,19128,19220,260,1402,16682,5235,13534,14466,832,802,9186
1725,13983,2634,11548,903,6633,18862,8646,2645,15361,18057,13366,3534,14253,4616,1099,8323,10788,17035,4313,12826
1726,5402,17614,13099,19670,18686,18008,14025,1380,15321,17964,10588,14118,14325,3001,709,11502,16778,6541,9021,12517
1727,1816,9645,12761,18475,14751,17729,12666,13246,3261,3951,2899,4215,16581,2916,19551,16704,2810,10265,8382,7009
1728,19193,17586,4482,4467,252,12486,13641,17208,18778,1097,14502,3157,9941,11849,15525,9869,9429,15501,17094,19319
1729,14424,1817,11309,4107,3406,9887,5428,9598,19356,3814,7874,18492,11528,12014,19061,15518,5583,5146,9898,17676
1730,10587,7496,4023,14541,14294,9215,14864,14900,18857,19651,18711,15217,14564,1561,8062,8629,2014,4263,6605,19186
1731,3283,18991,3841,6076,17179,6033,12174,6423,9015,10527,2704,9870,12144,12605,383,14881,5127,14671,16013,6108
1732,14014,1732,7981,629,18553,3713,5497,19952,7191,13157,6668,8901,4463,1779,3364,15882,14754,12436,9822,10720
1733,2649,10746,6511,3526,9792,10470,9799,17787,15280,11056,6242,11325,10384,15191,2042,15000,8736,8298,6820,13787
1734,13298,5646,16936,3133,6418,8110,15377,14891,12393,4773,6426,4834,13818,18857,869,332,5304,16630,8771,17772
1735,2862,19114,7459,11427,6257,14173,18872,1840,921,10448,10737,1045,14853,17846,8822,9484,9818,19776,16545,870
1736,4490,19274,1123,5617,507,19147,19921,12579,5511,5166,16645,8648,6749,12839,15161,11450,19458,9429,1272,8894
1737,1782,9764,2233,2733,11049,3805,10435,4602,9002,691,3543,623,1300,15455,10636,13869,11965,11398,2383,13932
1738,4333,2753,12173,4673,1051,1962,3967,14181,8832,14352,9460,7749,16181,17721,18707,13376,19595,8295,18493,7204
1739,5225,6945,17854,17112,1343,18755,4872,9219,9496,1569,16835,7302,17024,15055,18385,19459,7433,1177,7895,5233
1740,7241,19274,4414,13766,6574,3725,4213,17542,6036,1215,18385,10357,513,16285,19186,3756,13808,7731,658,10714
1741,16099,4388,862,9113,13157,13552,16270,5600,12452,9372,19784,13689,13809,11212,3628,16995,3526,1410,1512,10490
1742,10866,18936,13564,15506,263,9365,11875,18147,19102,16011,265,8773,9380,13272,17237,15326,10298,12251,14571,12152
1743,15073,14211,8143,17235,3763,1449,4600,17406,4111,4386,1057,4694,9739,16727,6374,15041,15374,5827,15276,17561
1744,2910,13901,7316,5489,8335,8807,2302,7681,16024,17199,14913,11380,16761,17742,11996,5263,17555,14231,7692,3187
1745,14990,12687,3811,11974,18765,6982,17775,601,1888,17122,8047,6061,15094,11306,19132,11276,9155,18759,2901,7871
1746,18865,8763,17819,11059,15137,12262,6332,19578,9728,2726,17183,17009,10236,5036,5717,14471,8606,14114,14483,5371
1747,6246,2435,6860,19181,10657,5978,19755,7420,3776,11746,8873,13573,5443,5881,14260,19437,11544,4365,18798,10675
1748,10662,9185,6154,6768,2906,7972,12413,10309,18658,18623,1903,3350,15362,201,18431,977,19201,5080,7608,14447
1749,1473,2379,15661,15343,8055,15333,1960,10946,3344,14941,3027,2652,16286,4921,13968,12555,3839,4507,16122,2681
1750,13000,11108,14551,1597,1386,10502,16693,3134,11133,5369,10593,3172,7428,18739,9076,17582,3306,5796,2310,9981
1751,16903,4725,10872,14029,6409,17922,8350,786,10418,6351,18310,12763,8488,5060,15607,12046,14179,4423,8199,7129
1752,15244,1769,4742,19100,16681,469,16796,12498,4643,10192,13764,6164,18270,9827,8738,9160,15670,3012,16241,14791
1753,10017,6723,3488,2430,7944,7811,6223,17078,1481,10601,2666,10359,8938,11337,14711,19221,4439,5794,15732,4286
1754,15429,2178,863,14357,14669,10053,1043,1721,6846,10921,6220,1654,11310,4157,7763,19845,14243,4880,15862,15914
1755,18627,1317,7053,6091,304,8073,6458,15581,17711,5159,10192,1583,1953,6089,2073,13733,18506,7531,13922,17912
1756,17628,9663,14647,13931,6592,2136,6387,18863,3506,19221,19614,210,15887,14488,5800,18985,19458,17437,6470,16618
1757,4699,7089,966,17213,10423,1582,914,12738,11145,4227,15553,11278,11224,17983,4638,11763,13601,10449,10783,11165
1758,18547,6555,8461,17707,2701,19312,11803,2011,19810,14609,13283,11283,6349,15758,8976,3829,9395,1794,5187,12318
1759,1189,6594,294,17966,17387,13096,13448,3904,17833,5574,5501,2668,2850,16110,1967,14813,3950,11038,14570,15691
1760,15859,8970,2432,10726,1076,1811,10023,17561,11900,1219,9524,11000,5378,19462,5628,3302,16538,13828,5295,4736
1761,15041,9660,6865,8386,11329,11313,6533,12047,16378,14408,5952,5013,5746,565,10746,1997,17325,18713,6471,14521
1762,3009,15839,3664,11938,2444,19322,17229,2102,6692,8279,17523,7320,18317,2818,3341,9525,13118,12463,17429,819
1763,10653,15982,3298,8874,7870,13187,16564,9459,18567,15256,6199,6537,11275,10396,19527,18442,2636,6359,4695,15617
