"position","G_2035BALd7_S1-cons","G_2073BALd7_S0-cons","G_2078BALd7_S0-cons","G_2081BALd7_S4-cons","G_7960BALd7_S0-cons","G_7970BALd7_S7-cons","G_7971BALd7_S0-cons","G_7992BALd7_S0-cons","G_BRSVSweden620p4_S0-cons"
3356,127,905,1784,86,1570,180,3190,877,11099
3357,127,901,1765,86,1564,180,3181,863,11033
3358,125,898,1747,86,1547,176,3143,851,10799
3359,124,903,1756,85,1550,178,3162,853,10861
3360,123,888,1739,84,1528,174,3118,833,10670
3361,120,925,1762,86,1552,175,3160,846,10694
3362,123,919,1760,87,1550,175,3157,845,10681
3363,122,923,1757,85,1553,174,3161,851,10683
3364,122,909,1761,87,1565,176,3134,847,10667
3365,123,919,1763,86,1549,176,3140,847,10705
3366,123,906,1741,80,1541,177,3113,831,10628
3367,122,905,1732,80,1527,174,3096,824,10535
3368,122,909,1740,80,1530,174,3112,831,10591
3369,122,908,1731,81,1541,173,3112,827,10584
3370,122,907,1750,82,1539,173,3128,836,10618
3371,122,902,1739,81,1537,173,3122,831,10611
3372,122,906,1738,81,1533,170,3122,825,10566
3373,122,906,1715,79,1526,173,3101,821,10492
3374,122,897,1714,81,1536,171,3088,818,10420
3375,121,895,1709,80,1529,170,3077,817,10395
3376,121,892,1697,80,1524,171,3047,808,10284
3377,122,889,1698,82,1524,170,3054,796,10308
3378,125,902,1702,83,1532,171,3074,796,10328
3379,126,898,1708,81,1533,171,3075,807,10329
3380,127,902,1720,82,1544,172,3107,810,10432
3381,128,894,1716,82,1540,174,3085,798,10357
3382,128,899,1733,83,1554,174,3104,806,10418
3383,128,901,1735,84,1559,174,3116,809,10428
3384,128,901,1726,83,1550,172,3099,800,10398
3385,128,901,1734,82,1559,173,3120,804,10420
3386,126,895,1706,83,1539,169,3079,791,10263
3387,126,885,1690,82,1518,169,3028,781,10122
3388,126,877,1691,82,1514,167,3020,785,10100
3389,125,872,1680,80,1512,165,3014,775,10029
3390,129,891,1699,83,1535,166,3051,786,10106
3391,128,891,1709,85,1551,169,3070,790,10161
3392,127,888,1709,85,1550,167,3047,791,10143
3393,127,884,1704,86,1549,167,3047,791,10104
3394,126,878,1695,86,1546,167,3036,772,10040
3395,126,886,1705,86,1539,167,3034,776,10059
3396,133,892,1739,87,1569,168,3081,778,10121
3397,135,903,1770,88,1597,174,3148,787,10271
3398,136,908,1766,86,1607,171,3135,791,10229
3399,135,895,1776,89,1616,175,3115,784,10208
3400,133,886,1758,85,1604,174,3085,770,10045
3401,136,908,1810,91,1659,176,3136,798,10272
3402,138,908,1795,91,1659,175,3137,796,10252
3403,138,906,1803,93,1648,176,3132,792,10251
3404,139,904,1793,92,1640,174,3121,793,10165
3405,132,838,1670,87,1546,159,2935,730,9260
3406,127,786,1585,84,1499,146,2788,690,8608
3407,127,774,1581,85,1489,150,2768,675,8515
3408,124,768,1567,85,1476,148,2750,673,8349
3409,124,761,1559,85,1466,146,2743,670,8301
3410,116,726,1512,84,1406,140,2597,625,7745
3411,116,726,1508,84,1404,139,2609,617,7729
3412,116,733,1510,83,1412,140,2616,616,7751
3413,116,738,1529,83,1426,135,2629,626,7784
3414,116,736,1530,83,1421,140,2620,628,7745
3415,113,729,1492,83,1409,136,2570,610,7617
3416,113,722,1491,83,1408,136,2563,610,7605
3417,113,723,1507,84,1420,135,2581,616,7647
3418,113,724,1517,84,1417,136,2582,613,7657
3419,113,721,1497,83,1415,138,2573,613,7619
3420,111,712,1487,82,1408,136,2537,597,7485
3421,112,718,1487,83,1407,135,2553,603,7536
3422,108,702,1460,83,1379,133,2502,589,7282
3423,110,711,1485,83,1406,134,2534,595,7379
3424,110,705,1468,83,1391,134,2511,587,7334
3425,106,692,1465,83,1373,130,2474,569,7129
3426,106,700,1473,84,1386,130,2475,576,7118
3427,106,708,1495,83,1403,131,2486,577,7168
3428,108,721,1494,82,1433,130,2494,575,7204
3429,109,715,1498,83,1449,130,2512,586,7219
3430,107,692,1460,84,1410,126,2451,576,6937
3431,108,696,1472,83,1416,124,2453,570,6951
3432,105,673,1426,78,1378,118,2381,558,6663
3433,105,673,1433,78,1373,117,2371,558,6659
3434,105,671,1425,75,1368,119,2355,555,6616
3435,103,664,1413,78,1358,119,2317,542,6458
3436,107,658,1414,77,1368,123,2326,541,6455
3437,95,632,1355,76,1310,119,2224,520,6031
3438,95,636,1360,76,1326,118,2238,522,6065
3439,96,634,1356,77,1325,118,2230,516,6069
3440,94,625,1342,75,1319,117,2230,514,5968
3441,95,631,1342,77,1311,118,2230,512,5962
3442,95,639,1339,75,1312,118,2232,512,5968
3443,94,640,1353,77,1312,118,2241,515,5997
3444,95,631,1342,73,1315,118,2229,513,5982
3445,93,616,1323,76,1295,118,2201,506,5851
3446,93,616,1334,76,1310,117,2200,508,5861
3447,88,611,1323,76,1299,117,2179,503,5799
3448,88,610,1313,77,1280,117,2172,500,5764
3449,88,606,1306,75,1275,117,2151,500,5744
3450,88,609,1296,77,1277,114,2162,493,5657
3451,88,608,1307,78,1297,114,2170,495,5721
3452,88,606,1306,79,1292,114,2173,495,5718
3453,88,602,1291,77,1275,113,2160,485,5691
3454,87,601,1288,79,1282,116,2158,494,5690
3455,86,601,1292,78,1286,115,2175,491,5715
3456,85,587,1280,79,1268,116,2164,490,5648
3457,88,595,1305,77,1276,116,2169,494,5697
3458,88,603,1313,78,1292,118,2173,504,5734
3459,87,602,1310,75,1274,115,2165,500,5684
3460,88,600,1317,76,1281,115,2171,503,5694
3461,88,599,1317,78,1286,114,2168,503,5708
3462,88,599,1304,79,1278,114,2153,493,5702
3463,88,596,1307,78,1276,115,2136,502,5650
3464,88,600,1311,77,1271,115,2148,498,5657
3465,87,593,1300,79,1267,114,2140,497,5627
3466,87,584,1282,79,1255,112,2097,482,5503
3467,86,567,1234,79,1225,111,2044,469,5255
3468,86,561,1230,78,1221,109,2030,467,5161
3469,86,562,1233,81,1219,110,2030,464,5168
3470,86,556,1223,80,1224,110,2039,465,5183
3471,86,559,1233,80,1227,109,2037,463,5168
3472,87,565,1239,81,1237,108,2043,463,5212
3473,86,560,1239,80,1233,109,2040,465,5190
3474,85,558,1238,79,1223,109,2038,460,5169
3475,82,552,1229,79,1212,107,2023,461,5095
3476,80,545,1230,77,1207,109,2004,454,5039
3477,80,549,1234,79,1221,108,2013,455,5051
3478,79,547,1227,78,1213,109,2000,447,5007
3479,78,545,1218,79,1216,109,1984,445,4966
3480,75,531,1205,79,1188,108,1943,439,4861
3481,74,526,1194,79,1198,109,1932,440,4840
3482,74,531,1194,79,1190,109,1936,439,4860
3483,75,533,1202,77,1184,108,1931,437,4831
3484,74,530,1197,78,1193,107,1930,437,4863
3485,72,525,1186,75,1176,106,1908,430,4821
3486,71,516,1183,75,1169,104,1917,431,4796
3487,66,519,1174,75,1159,105,1895,426,4768
3488,68,521,1177,78,1150,103,1882,425,4799
3489,69,516,1178,78,1160,103,1887,429,4819
3490,66,521,1172,77,1155,104,1851,431,4782
3491,66,516,1148,74,1145,106,1842,428,4756
3492,67,517,1166,73,1157,106,1853,424,4769
3493,65,517,1153,74,1149,106,1839,424,4743
3494,67,522,1136,73,1142,104,1843,419,4734
3495,67,519,1149,69,1127,102,1821,426,4744
3496,67,512,1144,70,1127,103,1808,420,4701
3497,67,520,1160,72,1138,105,1820,428,4739
3498,67,524,1160,70,1135,104,1820,429,4756
3499,67,534,1163,71,1132,104,1826,429,4796
3500,67,529,1158,70,1132,103,1810,426,4760
3501,65,524,1143,70,1108,100,1774,422,4642
3502,65,525,1146,70,1117,99,1790,426,4652
3503,67,522,1137,72,1121,97,1783,425,4636
3504,68,531,1149,73,1136,97,1803,421,4691
3505,68,524,1157,71,1128,96,1790,427,4674
3506,67,507,1138,73,1105,95,1738,415,4553
3507,67,511,1139,73,1108,93,1736,412,4535
3508,66,501,1114,71,1079,94,1690,406,4403
3509,66,501,1117,72,1079,94,1691,409,4397
3510,66,501,1132,75,1087,95,1700,409,4407
3511,67,495,1122,75,1085,94,1700,408,4383
3512,67,481,1103,75,1039,88,1648,394,4190
3513,63,471,1073,73,1017,84,1590,380,4029
3514,63,470,1065,74,1004,84,1577,372,4016
3515,63,472,1073,73,1009,84,1572,375,4035
3516,63,469,1080,74,1019,85,1576,379,4069
3517,64,463,1062,75,1012,83,1573,376,4030
3518,64,466,1062,73,1014,82,1551,374,3993
3519,64,468,1040,70,1001,82,1543,369,3950
3520,66,469,1053,75,1065,83,1566,377,4003
3521,67,470,1050,75,1053,82,1562,372,3984
3522,68,462,1042,71,1037,77,1539,372,3906
3523,69,460,1028,70,1034,77,1514,371,3884
3524,69,464,1026,72,1034,78,1518,372,3886
3525,68,457,1018,74,1011,77,1501,374,3845
3526,69,465,1027,74,1013,77,1512,372,3844
3527,69,457,1019,72,1020,78,1502,368,3836
3528,69,456,1024,71,1026,78,1501,366,3838
3529,61,434,949,70,977,70,1378,342,3522
3530,61,439,955,71,976,73,1392,336,3540
3531,59,436,942,70,971,74,1385,336,3521
3532,61,435,950,70,979,74,1386,337,3533
3533,59,440,957,68,976,74,1380,342,3527
3534,58,438,935,71,961,72,1382,341,3485
3535,56,434,938,68,962,73,1365,335,3474
3536,58,431,927,67,947,73,1353,337,3448
3537,58,430,914,67,934,72,1333,333,3405
3538,58,428,917,67,936,71,1341,336,3409
3539,56,411,894,65,925,67,1294,317,3303
3540,56,414,893,66,924,66,1292,321,3309
3541,57,408,894,65,922,68,1316,319,3292
3542,56,412,887,64,919,68,1314,321,3296
3543,56,413,878,64,920,67,1313,321,3293
3544,57,405,874,66,906,66,1288,320,3250
3545,57,393,856,65,895,66,1263,311,3172
3546,55,397,859,64,887,70,1234,306,3181
3547,53,390,842,60,868,69,1209,309,3105
3548,54,385,835,62,869,68,1204,310,3098
3549,53,384,835,63,864,69,1200,302,3103
3550,54,386,837,62,869,68,1203,308,3119
3551,54,388,833,62,867,71,1203,306,3120
3552,54,384,825,60,861,70,1193,305,3119
3553,53,384,830,60,862,69,1201,308,3143
3554,53,379,828,60,857,70,1197,307,3143
3555,52,389,836,60,877,71,1208,311,3164
3556,51,375,810,61,867,70,1170,305,3077
3557,54,379,818,64,868,70,1174,305,3090
3558,54,376,821,62,869,71,1173,308,3097
3559,52,373,820,63,846,71,1154,307,3085
3560,53,371,816,63,855,72,1147,304,3099
3561,49,366,807,60,845,79,1127,303,3043
3562,47,364,788,58,827,77,1106,294,3014
3563,49,361,786,56,822,78,1104,301,3010
3564,48,338,750,56,776,75,1050,283,2841
3565,51,348,760,56,799,74,1087,288,2916
3566,50,349,756,55,800,73,1068,290,2885
3567,51,351,758,55,804,73,1077,292,2912
3568,49,346,750,55,787,72,1060,290,2864
3569,50,343,753,55,788,74,1061,286,2873
3570,50,343,742,55,775,72,1012,286,2810
3571,49,336,733,54,772,72,1013,285,2793
3572,50,340,745,55,776,71,1017,279,2810
3573,50,340,747,54,777,71,1016,288,2814
3574,46,322,705,50,740,67,942,279,2685
3575,47,334,715,53,755,68,951,283,2719
3576,47,336,714,53,761,68,955,279,2716
3577,47,334,705,53,759,67,956,281,2719
3578,43,337,706,52,741,67,918,282,2755
3579,43,334,701,53,742,68,919,279,2747
3580,43,338,700,52,740,67,906,280,2742
3581,43,338,703,50,737,68,915,278,2738
3582,43,335,705,51,739,68,916,279,2751
3583,42,332,695,52,732,67,915,275,2733
3584,39,333,697,49,730,67,907,279,2694
3585,40,334,704,51,739,67,913,281,2726
3586,40,333,702,51,738,68,913,278,2712
3587,38,331,695,50,740,68,913,277,2704
3588,40,331,705,50,741,68,909,276,2720
3589,39,333,697,50,738,67,915,277,2734
3590,40,326,698,52,743,69,914,275,2750
3591,39,326,692,52,733,67,911,279,2761
3592,40,332,693,50,730,68,915,281,2756
3593,45,337,697,52,736,68,911,284,2812
3594,47,342,708,52,749,69,937,288,2881
3595,47,345,721,52,753,69,943,290,2901
3596,47,346,719,52,751,68,950,284,2928
3597,47,347,722,52,750,71,960,287,2939
3598,48,348,725,52,754,69,962,291,2965
3599,51,357,743,54,763,67,985,295,3017
3600,51,370,754,53,793,69,1026,299,3166
3601,51,372,766,55,787,68,1035,302,3178
3602,52,369,765,56,782,69,1033,303,3187
3603,51,367,755,56,776,68,1024,301,3153
3604,52,367,766,55,783,72,1031,301,3212
3605,52,370,765,55,780,74,1029,299,3208
3606,52,367,764,54,788,75,1029,298,3202
3607,52,363,773,55,782,72,1029,294,3238
3608,56,384,865,59,785,116,1107,339,4578
3609,54,381,874,58,790,113,1106,339,4564
3610,54,380,850,55,781,115,1094,338,4517
3611,54,383,881,57,788,114,1123,343,4696
3612,55,388,887,57,797,110,1125,343,4747
3613,54,391,886,58,797,111,1144,347,4784
3614,55,401,911,62,824,113,1185,359,4908
3615,56,401,909,62,827,113,1180,359,4917
3616,56,403,922,61,821,110,1195,363,4931
3617,56,406,924,61,825,112,1196,358,4989
3618,56,401,919,61,812,111,1186,361,4922
3619,56,405,912,61,812,114,1181,352,4927
3620,57,405,910,61,812,114,1192,356,4927
3621,57,401,891,61,811,112,1188,353,4877
3622,56,406,894,60,793,114,1179,351,4913
3623,54,406,897,59,796,111,1181,342,4954
3624,56,396,892,60,793,111,1170,336,4967
3625,57,398,890,60,799,111,1174,339,4961
3626,57,402,890,62,803,111,1185,345,4995
3627,56,398,875,62,792,113,1180,339,4972
3628,59,422,963,62,826,135,1247,380,5902
3629,60,426,978,63,829,139,1273,381,5999
3630,60,429,985,64,834,140,1297,386,6079
3631,72,468,1095,66,917,163,1437,418,6923
3632,71,466,1090,65,915,161,1432,417,6935
3633,73,475,1119,67,944,173,1489,427,7256
3634,75,478,1128,65,940,174,1500,429,7303
3635,76,480,1146,67,947,175,1517,433,7406
3636,76,488,1162,66,961,175,1535,436,7563
3637,75,489,1154,66,961,174,1537,435,7602
3638,73,490,1147,65,956,170,1532,435,7528
3639,73,490,1144,65,959,170,1544,436,7551
3640,70,485,1135,62,935,168,1510,437,7487
3641,74,501,1166,64,956,171,1553,450,7838
3642,73,499,1156,65,951,170,1544,447,7747
3643,73,503,1173,65,971,168,1576,449,7884
3644,74,504,1173,65,967,169,1578,456,7906
3645,75,505,1180,64,971,169,1596,464,7989
3646,76,505,1168,64,979,168,1589,462,7982
3647,78,506,1183,64,982,167,1604,462,7998
3648,78,507,1177,64,974,170,1608,456,7962
3649,76,504,1159,63,957,165,1597,447,7808
3650,78,493,1150,63,935,161,1588,433,7736
3651,76,495,1145,62,936,160,1576,433,7742
3652,76,496,1146,64,929,157,1574,436,7668
3653,78,498,1132,63,930,158,1577,437,7659
3654,79,495,1126,63,920,154,1562,432,7569
3655,80,506,1175,66,938,158,1617,442,7728
3656,81,498,1161,67,931,157,1596,432,7640
3657,81,514,1179,64,941,166,1638,448,7803
3658,84,515,1171,66,935,164,1640,448,7806
3659,83,522,1191,67,949,163,1648,448,7825
3660,83,518,1188,67,947,159,1650,453,7818
3661,84,518,1193,67,959,160,1657,458,7848
3662,84,518,1196,67,963,160,1661,458,7854
3663,83,521,1200,66,963,160,1672,457,7911
3664,81,511,1168,65,951,158,1636,445,7770
3665,80,512,1160,62,935,159,1623,446,7676
3666,79,501,1150,59,918,158,1602,440,7574
3667,82,505,1149,59,926,158,1607,452,7578
3668,83,501,1142,60,920,157,1596,447,7554
3669,84,500,1139,60,924,158,1594,447,7579
3670,84,488,1138,59,917,158,1583,444,7450
3671,84,485,1133,58,909,158,1580,441,7477
3672,82,487,1143,58,909,158,1580,440,7490
3673,83,484,1154,59,921,159,1594,445,7503
3674,85,482,1158,59,927,163,1594,446,7536
3675,86,487,1153,60,926,163,1600,447,7558
3676,86,487,1157,60,929,163,1590,446,7542
3677,86,487,1153,60,927,163,1593,447,7544
3678,85,491,1154,59,922,162,1603,444,7532
3679,86,490,1166,59,928,163,1602,442,7520
3680,90,495,1192,60,956,164,1646,451,7713
3681,90,497,1185,60,953,165,1643,453,7719
3682,88,498,1181,59,964,165,1653,455,7702
3683,90,496,1183,58,957,166,1651,456,7736
3684,90,498,1187,58,948,166,1646,458,7725
3685,91,502,1179,58,951,166,1645,458,7727
3686,92,500,1172,58,941,166,1650,456,7709
3687,90,517,1195,59,969,167,1683,458,7873
3688,90,515,1189,57,967,169,1671,453,7840
3689,87,495,1157,53,947,167,1644,447,7638
3690,87,497,1174,55,946,167,1649,455,7661
3691,87,499,1167,55,952,167,1640,454,7634
3692,91,504,1210,58,986,170,1718,467,7856
3693,90,510,1203,58,982,171,1716,463,7845
3694,90,518,1229,57,1002,170,1729,476,7953
3695,90,516,1224,60,1005,175,1767,482,8025
3696,88,509,1219,60,995,171,1753,477,7947
3697,91,514,1221,59,1006,174,1763,481,8013
3698,89,519,1236,61,1011,175,1775,481,8069
3699,90,522,1230,61,1020,173,1783,480,8100
3700,91,519,1230,63,1032,174,1810,477,8160
3701,91,508,1220,59,1005,171,1800,468,7935
3702,89,501,1213,59,1003,170,1793,467,7894
3703,89,502,1211,58,999,169,1794,465,7873
3704,87,495,1207,57,994,168,1793,463,7779
3705,90,502,1226,57,1001,166,1794,461,7836
3706,92,505,1235,57,1019,172,1833,468,7938
3707,90,496,1224,54,1009,170,1816,466,7855
3708,89,501,1216,55,1013,167,1815,461,7839
3709,92,506,1250,55,1037,172,1876,477,8058
3710,92,501,1231,55,1019,169,1833,472,7862
3711,93,507,1244,55,1033,170,1844,477,7901
3712,92,505,1247,56,1027,170,1851,479,7961
3713,93,509,1240,55,1025,169,1836,477,7925
3714,93,510,1240,57,1021,171,1845,481,7904
3715,90,487,1215,55,990,169,1803,463,7588
3716,90,490,1220,55,1005,167,1814,473,7661
3717,90,494,1220,54,1002,169,1818,471,7667
3718,84,477,1155,53,961,161,1751,468,7270
3719,84,478,1157,53,960,161,1758,464,7268
3720,84,476,1150,53,955,157,1738,461,7230
3721,85,478,1144,53,944,158,1739,459,7173
3722,85,473,1141,52,940,159,1732,456,7131
3723,85,469,1129,53,941,159,1726,453,7094
3724,85,469,1132,52,929,159,1713,455,7052
3725,86,468,1136,53,926,159,1726,452,7071
3726,86,470,1138,53,935,157,1725,458,7093
3727,86,470,1134,53,940,157,1727,454,7113
3728,85,472,1153,53,950,160,1747,460,7165
3729,85,474,1153,51,954,161,1753,454,7187
3730,85,473,1148,54,950,160,1738,458,7171
3731,84,474,1149,52,937,161,1739,457,7192
3732,86,474,1158,54,947,162,1739,454,7209
3733,85,467,1143,55,940,159,1715,449,7126
3734,85,473,1135,54,939,162,1721,449,7135
3735,83,469,1151,55,935,161,1719,460,7195
3736,83,469,1153,54,935,162,1731,453,7179
3737,83,465,1138,53,929,161,1713,445,7099
3738,84,464,1144,54,940,160,1728,450,7152
3739,89,486,1179,54,1001,165,1809,465,7450
3740,89,483,1172,53,1005,166,1818,464,7451
3741,89,489,1174,54,1001,166,1825,467,7447
3742,89,485,1174,55,1007,166,1829,469,7454
3743,89,488,1171,54,1000,166,1833,469,7452
3744,91,498,1233,55,1044,169,1901,483,7807
3745,92,499,1232,55,1047,169,1900,481,7842
3746,93,502,1231,54,1049,169,1903,487,7800
3747,92,502,1236,54,1040,168,1903,487,7780
3748,90,482,1189,48,999,162,1833,467,7375
3749,96,507,1223,52,1039,165,1928,483,7665
3750,97,510,1231,53,1039,166,1926,483,7675
3751,92,512,1235,54,1059,165,1948,481,7754
3752,93,512,1241,53,1062,166,1966,488,7791
3753,91,499,1206,50,1046,164,1924,484,7498
3754,92,503,1216,49,1051,164,1958,488,7656
3755,93,502,1225,48,1064,166,1975,490,7674
3756,93,502,1221,48,1063,166,1975,487,7657
3757,94,503,1224,49,1066,167,1983,487,7674
3758,90,496,1191,47,1043,165,1950,474,7506
3759,92,510,1213,47,1073,163,2008,487,7707
3760,94,511,1214,46,1088,159,1996,487,7672
3761,95,516,1212,49,1082,159,1999,488,7767
3762,89,510,1203,47,1067,158,1983,484,7684
3763,89,505,1199,48,1051,157,1970,488,7603
3764,88,515,1212,48,1074,157,1988,494,7742
3765,89,520,1219,48,1086,160,2006,495,7826
3766,89,525,1219,46,1091,159,2015,497,7881
3767,88,520,1213,47,1087,158,2007,499,7870
3768,87,515,1201,46,1067,159,1983,487,7781
3769,88,513,1212,46,1076,159,1983,493,7778
3770,87,506,1199,45,1058,159,1975,484,7713
3771,90,510,1205,48,1084,161,2003,491,7831
3772,88,513,1210,46,1096,162,2010,500,7899
3773,90,518,1213,46,1119,162,2082,501,7998
3774,87,512,1210,46,1117,162,2072,496,7959
3775,88,511,1217,46,1121,162,2068,497,7954
3776,90,510,1226,46,1119,163,2068,492,7971
3777,88,508,1230,46,1116,163,2060,492,7984
3778,87,514,1228,46,1117,161,2074,501,8012
3779,88,510,1229,46,1107,159,2031,497,7958
3780,88,506,1237,44,1108,159,2031,504,7952
3781,87,510,1236,45,1110,159,2039,502,7965
3782,88,508,1261,45,1114,159,2037,513,7991
3783,86,506,1266,44,1106,157,2035,514,8035
3784,85,508,1270,45,1104,159,2042,524,8062
3785,86,510,1271,45,1104,157,2043,521,8056
3786,87,542,1282,49,1100,157,2081,535,8045
3787,87,545,1302,50,1104,157,2093,548,8107
3788,85,530,1278,52,1088,155,2094,545,8020
3789,86,546,1300,52,1106,154,2105,552,8093
3790,88,550,1308,55,1133,154,2121,560,8199
3791,90,552,1314,56,1138,155,2137,567,8242
3792,88,574,1311,56,1153,156,2147,569,8356
3793,89,568,1315,56,1154,155,2162,573,8388
3794,90,576,1334,56,1179,157,2208,585,8533
3795,90,582,1338,54,1177,157,2207,586,8562
3796,89,585,1332,55,1181,158,2219,590,8616
3797,89,587,1341,53,1190,158,2224,595,8653
3798,88,586,1338,52,1174,157,2212,592,8616
3799,90,583,1338,54,1181,157,2219,596,8624
3800,90,581,1341,54,1166,158,2209,592,8595
3801,90,577,1326,55,1161,157,2194,584,8517
3802,95,606,1366,53,1215,158,2276,598,8840
3803,93,608,1362,52,1210,156,2281,599,8821
3804,91,605,1346,51,1208,155,2278,594,8794
3805,92,609,1343,52,1203,156,2272,596,8786
3806,93,618,1361,51,1214,155,2293,606,8830
3807,93,635,1393,55,1243,157,2351,613,9080
3808,95,634,1390,52,1244,156,2358,616,9092
3809,93,640,1397,54,1246,158,2375,620,9122
3810,95,640,1393,54,1265,156,2386,616,9154
3811,89,633,1365,52,1239,147,2348,610,8957
3812,94,637,1362,54,1238,147,2362,616,8978
3813,94,634,1378,56,1232,147,2361,621,8996
3814,93,640,1374,54,1236,147,2366,623,9026
3815,92,640,1359,55,1238,147,2368,624,9008
3816,91,632,1340,55,1212,142,2338,621,8838
3817,95,647,1364,55,1248,143,2380,639,8986
3818,93,640,1350,54,1231,145,2378,640,8970
3819,95,644,1364,54,1241,145,2389,647,9060
3820,96,655,1367,56,1253,145,2408,658,9164
3821,98,673,1394,58,1244,143,2448,676,9099
3822,100,669,1376,58,1243,143,2449,677,9075
3823,99,672,1375,56,1245,143,2440,672,9027
3824,99,669,1382,59,1252,143,2451,666,9037
3825,98,672,1365,55,1252,141,2415,665,8940
3826,101,665,1349,59,1246,140,2402,659,8889
3827,103,684,1363,61,1299,139,2467,674,9022
3828,101,676,1351,61,1293,142,2467,689,9019
3829,104,678,1366,61,1298,142,2470,693,9063
3830,103,680,1385,60,1318,144,2535,718,9244
3831,104,688,1396,62,1315,144,2539,723,9240
3832,104,692,1400,62,1320,144,2544,722,9288
3833,103,690,1392,63,1317,144,2532,718,9253
3834,106,691,1399,63,1314,143,2528,724,9207
3835,106,687,1403,61,1309,143,2519,723,9166
3836,107,682,1359,62,1312,143,2501,712,9061
3837,106,684,1374,60,1324,144,2526,712,9093
3838,107,687,1374,63,1341,144,2543,723,9132
3839,109,694,1372,61,1342,145,2545,717,9156
3840,112,716,1411,63,1388,149,2603,733,9335
3841,112,716,1413,61,1390,149,2617,746,9378
3842,110,716,1421,62,1405,150,2620,748,9441
3843,109,721,1424,62,1390,149,2622,753,9462
3844,111,712,1410,61,1393,149,2625,750,9432
3845,111,718,1401,60,1402,147,2628,750,9431
3846,110,716,1402,61,1394,145,2606,748,9425
3847,112,715,1409,61,1401,142,2619,745,9410
3848,112,714,1418,61,1397,145,2632,744,9440
3849,110,701,1394,62,1375,141,2584,734,9217
3850,118,763,1458,66,1487,142,2742,778,9698
3851,118,759,1443,65,1470,139,2715,778,9585
3852,117,764,1453,65,1487,140,2726,785,9629
3853,119,767,1459,65,1489,140,2742,784,9655
3854,117,779,1488,66,1488,140,2746,795,9698
3855,117,776,1461,64,1484,141,2733,782,9603
3856,117,781,1478,64,1493,140,2754,793,9687
3857,119,781,1488,66,1523,141,2780,802,9765
3858,115,782,1495,67,1518,139,2770,803,9689
3859,112,751,1400,62,1432,127,2671,761,9074
3860,113,749,1395,62,1426,126,2662,761,9018
3861,112,755,1409,61,1435,127,2674,774,9069
3862,114,762,1413,65,1464,127,2687,774,9167
3863,112,759,1435,65,1463,126,2697,777,9193
3864,114,762,1440,65,1469,125,2707,782,9211
3865,116,761,1422,63,1462,125,2702,776,9123
3866,113,757,1412,64,1436,120,2658,770,8995
3867,113,768,1415,65,1452,119,2670,772,9008
3868,114,770,1407,60,1458,118,2694,765,8988
3869,115,782,1430,66,1511,119,2765,790,9128
3870,116,790,1444,64,1509,120,2763,793,9147
3871,116,772,1414,66,1490,116,2739,774,8926
3872,117,777,1418,65,1501,116,2736,783,8977
3873,118,783,1429,65,1500,116,2748,791,9039
3874,115,781,1416,64,1501,117,2729,781,8985
3875,115,795,1436,69,1514,119,2769,792,9042
3876,115,791,1450,67,1510,119,2772,790,9023
3877,117,794,1436,68,1556,119,2818,800,9037
3878,109,770,1363,66,1500,116,2705,767,8475
3879,110,772,1362,67,1502,115,2703,760,8474
3880,111,778,1370,67,1517,117,2729,776,8564
3881,110,779,1368,67,1513,116,2717,779,8581
3882,111,779,1381,67,1505,116,2720,784,8602
3883,109,776,1364,67,1486,116,2702,770,8528
3884,108,759,1343,65,1460,112,2674,751,8291
3885,108,759,1325,67,1471,112,2680,751,8264
3886,108,751,1324,63,1449,109,2657,741,8114
3887,110,784,1374,68,1523,114,2763,769,8377
3888,109,775,1346,67,1505,113,2741,751,8268
3889,109,776,1354,67,1516,111,2731,765,8164
3890,109,781,1367,66,1522,112,2744,766,8204
3891,110,786,1367,66,1526,112,2750,769,8219
3892,108,792,1369,66,1533,112,2749,771,8224
3893,109,795,1383,67,1540,112,2759,778,8266
3894,108,792,1369,67,1535,110,2741,769,8191
3895,108,793,1366,67,1544,112,2746,769,8176
3896,102,770,1319,66,1501,102,2678,736,7681
3897,101,771,1331,67,1495,101,2669,732,7621
3898,103,771,1298,65,1490,100,2652,716,7552
3899,102,760,1303,65,1483,99,2650,722,7426
3900,99,766,1288,64,1483,99,2654,730,7418
3901,100,764,1282,64,1487,98,2675,727,7393
3902,102,773,1308,64,1493,96,2674,741,7447
3903,102,776,1322,65,1513,98,2676,740,7487
3904,103,774,1316,65,1521,96,2674,746,7485
3905,104,774,1306,63,1519,97,2671,741,7470
3906,106,776,1295,63,1514,98,2657,743,7460
3907,105,773,1304,64,1515,96,2663,741,7458
3908,104,765,1295,65,1511,97,2662,746,7446
3909,106,763,1277,64,1512,94,2619,733,7288
3910,104,758,1256,68,1490,91,2594,712,7160
3911,102,754,1273,70,1494,92,2617,720,7189
3912,98,737,1224,68,1480,91,2562,708,6898
3913,98,754,1249,70,1501,93,2592,711,6988
3914,99,754,1250,67,1504,91,2596,709,6981
3915,102,756,1265,69,1504,91,2602,730,7016
3916,101,752,1233,68,1490,90,2574,710,6979
3917,100,754,1249,69,1500,91,2596,716,6995
3918,102,751,1244,68,1498,90,2587,726,6972
3919,100,756,1255,69,1502,89,2595,726,6983
3920,100,749,1234,67,1503,91,2578,717,6930
3921,104,736,1225,68,1491,82,2535,712,6766
3922,100,737,1216,68,1469,82,2542,707,6713
