"position","sim_001","sim_002","sim_003","sim_004","sim_005","sim_006","sim_007","sim_008","sim_009","sim_010","sim_011","sim_012","sim_013","sim_014","sim_015","sim_016","sim_017","sim_018","sim_019","sim_020"
4180,10904,6858,5840,7590,12863,12617,18054,15418,3064,5064,601,4980,14562,3741,10431,10827,1212,13354,14112,6667
4181,2255,383,12496,3130,13210,10771,10169,17727,13799,7252,1490,7131,3896,18965,15659,2155,1592,1838,455,5892
4182,17135,8789,17562,15675,17456,16842,10268,3060,2255,17044,15051,3811,11424,7794,17794,13170,6186,3074,13304,11671
4183,3495,11883,10130,17729,14648,7587,8774,2170,4474,16456,5678,17537,9654,3750,15300,3281,6340,17294,14483,11501
4184,5685,10714,446,18325,5754,19823,3430,966,12900,6672,4191,689,7338,11793,5936,10563,4425,14742,2132,1995
4185,11035,2404,19392,10459,8302,10497,4860,4721,15876,7922,13991,14552,4650,9370,18439,4773,13968,1553,12347,17766
4186,5376,6280,4368,13136,8175,10045,1997,4787,10500,11090,8465,3852,8463,16278,5334,6293,6191,9376,481,13556
4187,5852,18818,14396,19393,6809,18634,951,15978,244,14954,5641,1691,9394,15436,3819,1344,9614,15875,4175,1628
4188,987,14662,12153,5657,9959,8808,17564,13161,12737,2241,3338,4034,17836,1649,3091,4248,11373,1874,6848,10905
4189,1950,3668,10299,7813,11808,11730,1394,17362,4538,7452,11383,6504,17889,16803,19706,8696,2389,10739,12121,18402
4190,10907,9400,249,19211,11663,17539,1637,18947,13104,12088,9815,12306,18051,7932,194,889,15412,6336,202,10472
4191,11944,13687,14605,16524,18165,11336,12040,14338,9716,772,19276,19603,2684,16377,550,14824,19825,3304,19706,17423
4192,121,8567,7391,1881,10145,17542,6990,3067,16504,9490,15415,17386,10269,7241,9050,9005,1881,4809,9795,6459
4193,4926,15558,7917,7611,2955,8223,18127,9983,4902,12151,1119,10500,7658,13547,19509,19460,2176,4238,10243,13873
4194,15061,15614,13725,18790,10754,10907,5256,13647,7740,16473,8506,14427,16104,1506,13769,12318,14649,9475,8122,1876
4195,7350,18979,7742,12759,9166,16308,9897,14949,8328,13873,13390,16911,1719,1616,16651,5275,18282,10903,1942,19875
4196,15856,16418,17663,16144,18757,19765,15040,17831,13033,11738,19908,732,989,8604,4570,5093,12866,13726,9470,628
4197,619,2139,8538,7454,14734,18972,17606,11673,7481,4734,7967,15237,6863,15975,421,19424,15059,3316,17742,4721
4198,12153,7917,19453,15906,10392,3296,10442,6924,2728,14110,14505,16876,12974,7568,12998,13845,5271,3681,10667,17109
4199,3096,19750,12708,17161,10542,14977,5798,19377,17480,590,4736,8621,15882,1463,17322,14890,921,2442,9637,8340
4200,11812,2143,14828,14444,5911,13527,18478,2030,9023,10922,3672,7206,19558,6103,4917,6208,17288,15993,10127,4905
4201,5171,7921,19423,9569,8685,14770,507,7305,8994,7312,12424,8463,15547,19524,10594,13167,15197,16600,18910,7834
4202,9097,4868,10122,5953,2227,13891,6509,1164,4971,12550,6891,13795,17025,8846,10265,12141,10173,14527,9236,19536
4203,18831,6975,10485,18983,6307,3672,6542,16784,4613,1921,13579,14300,1594,5215,17893,10678,443,17986,12982,5622
4204,14683,849,842,8708,18356,377,356,3770,15915,10622,1671,4727,11216,15463,19080,673,6647,13947,17514,19931
4205,13668,12246,2043,8896,10454,4108,12624,6797,19757,359,19940,18328,7992,13821,18376,4742,9587,12635,16133,10248
4206,6170,2170,8249,10425,8412,14183,17197,13672,2382,3095,4248,8145,16269,9653,18064,14567,19560,3642,163,4025
4207,1307,1667,17539,6897,16358,3022,1569,8650,17938,15253,10192,9251,10448,4098,13639,13979,12865,18666,17079,10697
4208,2728,15575,3328,17379,11979,16623,3703,6457,17149,12812,11798,3415,14152,5078,12768,9168,8407,11430,11514,8370
4209,4468,17471,15346,6767,433,5917,18460,15137,16549,3080,8896,13659,1187,14362,19229,14128,17806,869,10011,18104
4210,9158,3862,1736,12939,17099,9834,19515,3394,4181,13948,3813,16830,5141,19563,490,14601,8987,19572,3810,5801
4211,6598,4826,8276,5979,17364,12796,8798,16865,2367,7629,5672,8865,9748,326,9677,8066,10901,14265,3795,2175
4212,9212,16393,18830,18256,3783,5179,667,13929,2559,1309,11690,5066,2800,18662,1384,5568,17267,2617,19806,1540
4213,9348,16081,2511,1180,1690,3301,1598,3073,1224,14286,5364,9332,6241,9230,19829,17068,2734,5001,12119,16827
4214,14465,16558,14846,10801,14390,10178,9104,11644,18068,16067,19459,15840,9547,11191,1948,7107,2355,1909,16272,17374
4215,9264,7375,18707,15067,3605,5490,5016,7033,15996,9172,6373,7262,4290,6083,2713,7887,11606,14312,14095,10368
4216,4946,18620,13159,11797,10883,14575,14544,18253,8913,1112,3079,18501,19163,17198,2153,7834,17112,12460,13849,1750
4217,6668,10607,19036,10765,8126,14877,9563,3535,11004,12975,17210,14768,870,10186,10584,2825,8502,18038,16815,14536
4218,8604,15341,18439,2124,5085,2316,14278,9002,6887,15547,13746,8034,4515,5743,17837,16599,10075,181,14046,19058
4219,14635,15582,448,17802,3536,16029,1692,16949,11861,16606,19055,16539,384,11359,5560,9632,15597,4711,1234,3482
4220,10125,6521,19410,15468,16795,993,10033,1960,13236,5129,19006,6283,15068,1737,8793,18561,19587,4554,17089,5566
4221,7716,1143,13989,6358,12287,7419,7518,12176,12480,3106,18511,11879,13740,19361,5801,4262,4419,19929,7642,6457
4222,1467,10176,14754,11320,9076,5203,12993,11758,2290,4167,19447,16236,16138,19752,18039,19142,17591,582,9320,17243
4223,12822,2409,3038,12834,8883,15509,6548,10799,10129,19140,7559,17387,18617,3987,19856,2708,4538,16573,9315,180
4224,6204,10651,11942,15377,6182,3264,11946,19217,15920,18534,7370,12778,8272,17823,6545,4972,15441,3281,14553,8743
4225,5450,16786,8407,12756,8848,5965,7497,14252,16517,1795,13724,1339,14796,17535,18091,11963,4673,16240,1675,18786
4226,7837,9402,937,15147,13801,9386,2323,19549,6076,16284,13120,464,1585,2997,9960,13170,17877,9050,1293,15366
4227,11647,16059,11354,12591,15205,6603,5412,2620,6497,15822,6576,865,1458,5267,1386,2088,12696,7985,17237,1204
4228,2289,10337,3068,18340,14654,4596,19750,11986,350,13473,17699,7497,9208,15295,14850,1623,18937,18414,11754,10300
4229,1360,6339,9574,6754,10037,2016,8882,6029,17468,14883,7578,8177,9251,586,14124,10232,16555,6212,14459,5004
4230,13699,14353,1790,5083,2141,4505,18637,2417,9006,10407,13661,15243,16402,3921,2315,10670,15014,9730,3682,18785
4231,17443,14954,10848,7424,13884,5983,11838,5053,12230,15918,16631,9027,15798,10002,12818,11189,1282,7859,469,5645
4232,1842,12906,10781,15027,6041,12197,11054,17259,7173,15142,14832,12114,15294,12423,4624,692,16975,10414,4712,3050
4233,11769,2976,11996,13385,13188,11791,13064,12129,17783,17950,5810,12487,18763,3848,5168,9445,17054,6250,1580,19504
4234,13872,10998,5669,4174,6205,1941,6079,16309,5800,19799,12309,1526,8027,12000,642,12175,5963,12849,18009,3424
4235,2848,5872,19986,15600,11369,14700,2073,10045,18434,684,14745,347,5201,3741,12510,6115,11228,16672,7243,6611
4236,19788,16418,17277,19690,4471,10978,9326,9404,11676,6007,4277,8990,18176,3029,11531,690,2359,10519,4149,7160
4237,8289,10712,9774,7018,10916,2084,1338,6826,13725,18388,16800,16015,18166,7409,3963,9242,10448,4464,2023,2111
4238,3777,3319,17103,13712,5581,10844,19150,7180,18269,16873,10653,4905,2140,18516,11463,18891,8669,16488,1869,9610
4239,15195,9980,12661,11411,7346,5144,972,6455,19455,17003,18606,5081,14625,7109,17176,1399,18248,17563,17292,12985
4240,10292,13256,5003,3758,16164,3606,14219,14812,9533,10213,11157,16273,335,7282,15670,19363,12403,9715,14262,16712
4241,11752,15497,19695,10240,19863,11731,125,15775,13241,10173,12901,14399,18641,11711,10404,19146,13445,10195,15234,6655
4242,14877,6861,12149,13327,13965,8957,15310,10448,12387,17693,13237,17244,17369,374,11786,9945,11449,2342,8706,3789
4243,6269,9815,5702,308,5842,259,5480,18252,8409,1912,13602,10000,8594,3547,10419,3101,16463,1721,1167,4113
4244,4018,18181,17072,10238,15714,19211,10213,3629,500,16564,9502,13872,13149,10454,6045,963,13278,7032,14439,8288
4245,7930,3536,8420,883,6761,6298,13385,10954,18921,14516,12940,10520,8626,12366,13687,4543,4615,13070,10975,6907
4246,3143,18827,1980,8599,13221,1194,2884,6140,9661,7626,6515,6785,249,9541,9210,13547,6433,9560,3061,614
4247,14191,5534,13507,19301,14067,6759,17142,11348,19325,3480,8685,17453,16531,4215,7147,9256,7465,12579,1770,8873
4248,2782,3746,1281,16645,2710,16103,17916,9171,13589,19189,9702,4268,1945,7889,15360,6794,17643,4463,13907,10248
4249,4259,4939,11776,7482,6066,18789,18236,15571,8517,12294,11629,8757,17895,19196,2282,11631,18360,5878,6642,3281
4250,8480,3680,18336,2511,14076,17908,2275,16559,10353,700,3064,19723,11338,3419,19499,879,8430,11301,7797,18358
4251,4413,13204,9082,15044,6782,124,10288,19298,1793,16271,12222,8153,2815,7521,15751,19320,15551,9004,12046,6235
4252,11677,11222,10829,10647,1298,15428,11531,15006,16177,3182,329,4628,19674,17549,16508,5421,1809,6138,15483,19299
4253,8835,9272,7508,4629,11563,11604,3241,16388,15006,19524,16578,14016,8095,12314,16365,15210,15468,7358,3430,17917
4254,13639,4230,15068,14033,12378,4800,677,1685,14100,7381,4145,12903,6165,3333,12336,6746,11080,2430,6664,15919
4255,14143,19906,840,15271,7659,9421,13681,10836,18673,12025,8189,3259,14296,866,3844,4926,6190,19664,15016,1775
4256,11878,14191,19818,9110,16024,8519,17271,12374,11076,18118,5277,5141,12035,19094,7120,4462,13970,6427,12808,6705
4257,6261,12625,10476,11397,17169,8697,15631,7927,3251,13604,8377,891,119,8333,10226,15885,12664,13891,5087,12527
4258,8576,10712,15804,10620,17791,4972,5249,17904,7531,17312,18587,158,14224,17229,11139,8991,4884,3911,19768,15629
4259,4819,4364,15973,16280,6756,16796,13861,5137,18225,7060,18577,10570,5815,6205,4015,7951,10392,9860,5049,14103
4260,13049,1923,12366,19627,120,16355,443,12506,582,5409,12088,10661,14517,11396,8830,5803,8116,566,5727,15743
4261,18965,10583,17518,13166,12905,7218,13382,9231,253,2898,6318,11732,17607,18700,8705,6799,4988,6805,1053,3282
4262,7182,11663,17516,5199,18564,11842,8613,13083,1296,15053,14762,2113,7001,3207,677,10431,7799,19714,15334,5785
4263,7929,12527,15176,9672,6031,1692,10668,14699,19478,16595,15481,4650,4795,16543,18445,486,6219,14725,2014,9473
4264,11273,5846,16252,12582,898,4387,423,17947,9364,12476,4727,10105,693,18015,372,1472,13848,1025,8590,11550
4265,8433,12265,6423,5293,7542,12913,9715,3146,7232,8952,16696,3010,7687,19826,6739,17730,18978,17914,8658,19461
4266,7548,8463,15826,5172,16221,19651,1412,1588,11157,17913,15195,19929,3333,19791,7635,9239,4625,19532,548,2839
4267,19973,2607,1453,11372,1722,9065,15808,155,9390,13306,8106,3482,8391,8367,8420,6639,15058,17732,11955,10794
4268,398,19464,14114,10334,7122,2317,5556,11514,14762,9372,6851,7824,9780,17829,11873,4515,18104,8678,3960,19683
4269,6556,18086,6999,11643,1408,17636,16669,17785,3562,4961,3816,14505,6640,1866,9868,18092,5846,17357,14686,9525
4270,19673,18998,3547,11992,9168,13458,10372,11136,13555,664,2465,8886,16436,19514,2769,4107,7434,4220,8264,627
4271,17953,8931,10783,13122,5867,4112,1540,5106,2224,5771,6044,10194,7480,3632,15480,6323,3694,1118,8420,12323
4272,11887,16767,17078,5509,13133,10771,4603,9781,14606,5769,4116,1476,901,13930,3485,13723,14171,13945,19494,9051
4273,4564,18011,5707,6887,7980,16993,12097,3923,8918,3122,7275,1795,6007,17950,19115,3977,6334,3792,8756,11942
4274,17879,4471,19887,2875,7245,15690,2324,14716,15201,8003,14219,15866,5197,11855,13699,2955,506,11959,11114,13832
4275,8010,11436,12562,9893,18724,2509,17128,10239,18244,2786,9025,5771,5749,2845,12808,14811,16502,8469,12981,19858
4276,18045,14683,15957,16746,3512,1206,14270,18976,7625,9363,12582,4755,5545,3207,13091,2650,14813,16022,113,2776
4277,16828,19272,15435,6492,6477,6037,13478,17893,4943,8481,2070,332,8734,16858,5797,5225,7686,8063,18699,2372
4278,13113,5611,2397,18971,6807,16988,16456,11543,16885,18935,15031,12713,5306,843,17403,5174,12948,13402,17843,1848
4279,11982,3836,9890,17055,6612,16916,4634,3869,18591,9485,12225,12081,17539,13095,5926,19103,9584,3102,16193,7800
4280,10540,124,18218,16813,17779,19650,13380,13276,11500,12921,2112,18007,11361,17829,13521,2958,3942,525,403,7231
4281,18653,16474,12782,13424,6787,9211,12243,8733,4004,5101,18150,16728,18672,9222,14254,10018,13859,12113,14061,12481
4282,19068,3766,13673,15352,15442,3616,15615,2843,19451,13572,11434,10200,10848,9165,19824,4082,15609,16748,4856,5655
4283,19563,12689,2609,15280,7041,19365,17534,12406,2311,12255,14662,6216,2337,17855,10272,5003,12315,16194,1499,12291
4284,19378,14978,509,1235,6306,2970,13744,4398,6692,408,3970,8646,6503,6175,4318,13797,14740,18523,13210,5344
4285,14606,6671,19314,19773,3345,15125,8109,19501,16935,12754,10200,19959,11821,17243,3084,10290,793,17927,6207,18746
4286,12340,4681,18393,17508,16543,15714,400,3113,14437,12139,16023,16870,14302,13575,12520,928,11172,9927,12151,12354
4287,8626,1291,2374,7902,6896,6752,16304,9490,19439,2138,546,606,2883,11010,12970,18679,5769,17917,3882,7738
4288,10717,657,16290,13108,574,18565,14049,2305,16843,5833,16541,18256,4719,16063,7459,19864,14052,17839,19781,3870
4289,2873,9586,11475,12401,13918,10430,6762,14254,4570,2097,19149,460,9917,6343,14749,7871,7855,19713,2004,956
4290,5383,2663,8574,3702,4836,10048,10529,8001,1534,18979,848,19085,3790,14285,6393,6084,18534,19664,14984,766
4291,12631,19681,18852,17071,17451,19695,5324,11748,9566,13394,13020,9433,7550,4351,12986,8334,18432,11368,15649,18042
4292,4527,6767,12287,7446,5884,18640,10829,2739,14233,13805,3778,17485,18937,8481,11311,8990,14947,11282,16134,17535
4293,17427,17280,11051,7672,17781,15603,12119,10905,15210,13934,2131,391,5323,7370,4822,2877,19549,2978,16151,16929
4294,8058,8287,16960,6355,1945,1322,10719,11109,8461,14242,19744,14455,15736,16954,18515,9400,7580,16360,3650,9465
4295,11764,8042,373,19327,14373,13209,7084,17692,2847,18481,2780,4989,3895,7825,5274,10766,592,19479,13482,3088
4296,17621,5892,15101,6448,15651,18717,18664,7227,2111,19749,16684,14776,11317,15485,16953,445,8912,2815,1378,8722
4297,3767,6815,11177,7880,7778,11129,8058,13013,3459,18853,12998,3135,9153,7818,6704,6600,8370,8754,19002,7571
4298,3400,13320,5083,4505,10279,5016,11529,9794,18864,13336,15462,18697,905,13512,13454,19756,16614,16635,2218,5427
4299,178,14036,3697,8731,5025,14287,8121,10485,15249,6205,10091,12650,17220,1691,6365,19649,654,19531,10389,13658
4300,18326,18339,18081,15600,8762,12024,11370,812,348,11112,19861,8133,11541,16641,2432,7822,19787,8100,3799,1039
4301,9850,14004,16451,19002,13130,14342,11358,8720,10916,7501,9773,15448,18701,14084,15906,4360,13508,9516,17806,19244
4302,3374,1437,13803,10481,18162,11204,12486,10349,15036,19210,7619,891,4795,3206,8504,316,10652,17319,15146,15850
4303,16459,2400,9062,10131,14464,19164,1963,1081,13856,13627,8356,14119,12596,17833,2593,1877,2869,5605,15539,16025
4304,249,7710,4310,2689,17935,6832,9854,10242,18009,17172,16872,13465,15431,18711,8161,14598,15381,7030,9480,1962
4305,7357,2088,16454,14836,11471,17326,8448,4010,4018,7327,1418,5651,15350,7638,12732,12608,14114,9799,8310,1412
4306,10663,7933,8544,4069,16758,19339,10375,14400,1237,1703,12962,2996,18133,12355,3648,16554,921,11415,14490,15645
4307,7967,13160,13591,12711,140,12833,14786,4803,16266,3801,11615,11323,17618,3610,2438,17166,3580,8539,16765,15067
4308,4981,7219,9562,11868,7373,15736,9312,16464,15877,8886,17567,18045,14675,3307,14027,18436,2806,7827,12527,15579
4309,3252,4825,12074,9106,16694,127,2613,16611,7747,4254,14145,7293,12503,17818,1377,5374,6319,12112,5347,555
4310,7140,11504,18217,4590,3300,17759,3850,15766,19368,17602,6482,17465,13624,1772,16189,12608,14564,13169,19874,14922
4311,10858,11311,4280,4599,629,5651,10955,17073,11575,8186,4877,7463,5439,12652,16061,9823,12013,7981,11363,8260
4312,16077,3347,11215,5302,5025,13134,1795,13168,4898,13059,11938,6579,9691,5662,15862,9160,6600,13337,19692,16081
4313,13334,17092,10009,14126,5474,12488,6040,7943,17770,1089,443,1008,14312,5452,11686,5116,17307,5541,3284,18236
4314,134,3918,12832,1185,16645,11860,3192,6488,4951,11653,18486,13744,8538,10067,15334,7057,7810,11913,14982,15619
4315,17713,12020,18211,8188,18025,11332,7342,7269,8618,4883,13702,19978,16740,3371,19127,4990,5056,17108,5030,12884
4316,3143,1310,2055,9172,170,7049,19118,19988,8903,430,3760,17663,15299,18558,6561,18669,16122,6438,18521,7921
4317,7347,8293,15785,19493,8030,9225,11417,5043,1385,13274,1712,5955,4755,1750,6262,12072,4563,2876,11185,4278
4318,8392,2706,11184,4103,10767,15718,8155,1968,12369,18318,8993,17573,15716,7485,9667,19913,7551,14613,16037,15295
4319,12752,3958,15159,10582,8661,6945,3879,593,5395,12035,6085,15176,15314,10478,11454,10806,9443,2148,11600,18403
4320,10544,1352,14807,16475,7086,4779,7493,17786,8042,8024,3064,18931,18429,8807,3429,12335,18232,4946,5974,4896
4321,7348,1683,4160,2969,10835,17180,19937,6469,1325,16141,4537,12340,14866,7381,7247,1051,8361,6205,3527,4257
4322,8981,18898,5327,7588,7379,14296,18212,12631,8943,19292,4688,11545,16905,10258,14748,12012,15798,13551,5147,15707
4323,14295,15579,13829,19992,19331,4217,11681,782,18322,970,755,19190,5772,18177,14283,3660,6106,16393,13011,19037
4324,1330,2475,16459,19214,12904,9478,16265,15112,2320,16178,15988,1782,2554,12148,13965,15803,8219,15402,12338,7967
4325,12301,13506,7420,14038,17794,19340,17556,16476,17407,9193,6910,7968,9071,13710,18799,12463,15678,17421,5899,5081
4326,9132,9720,14930,10398,17009,13192,13337,5739,6610,8202,17432,2963,3477,4562,2403,1740,6157,3914,10109,9945
4327,13735,1699,3391,10798,10668,15533,6408,15585,1925,2738,7960,3699,4146,7787,18390,8360,12771,3472,10967,9292
4328,16229,18849,16996,19815,12990,403,9974,6012,11313,5745,13732,19688,12749,15651,7813,11927,13172,196,17586,18643
4329,9026,7981,18999,2088,11781,10190,15310,12953,2121,14107,6068,13663,9420,3414,14459,1898,5268,7872,15696,8688
4330,6234,7975,1976,15986,13127,142,14896,14973,15523,19300,13023,8722,12327,5838,621,7905,4248,8450,14251,16841
4331,3844,16286,10486,10580,3914,11311,13237,2780,19147,609,6661,19475,3858,7430,11088,7353,7099,14279,18043,14381
4332,10933,8829,12172,1706,5531,8481,8365,7908,610,8136,17797,10269,13844,13828,4480,19170,10363,4911,748,17552
4333,6790,18526,7239,6953,6867,19062,18399,3038,18923,19540,2017,3717,9757,14224,18896,10336,4448,12557,19400,4387
4334,15696,3787,14243,1607,10940,3084,206,5698,13649,7324,1548,19758,16017,16217,12052,3638,4831,10490,14628,6125
4335,14330,2794,6850,16881,8648,13794,16887,1097,120,2701,12199,967,2617,3390,16232,8824,9195,3060,5917,15436
4336,19038,15867,13260,1093,15283,1284,15407,11382,1764,1722,5936,16455,9266,13824,2610,19677,8934,6946,15922,480
4337,15357,5525,5314,13208,12422,8686,16960,17380,14943,5196,19854,8550,14985,18887,7991,2623,13376,7210,14554,19248
4338,745,14446,14571,12312,14140,3768,19979,9461,6459,8245,811,14827,18612,15865,11117,12797,3899,3418,7888,12912
4339,13478,2510,17490,2766,2071,12509,2853,14205,19204,13741,4189,10083,7307,1915,1263,18568,13052,15909,3991,13343
4340,18164,234,5274,4587,7472,16221,2593,8228,16038,10872,15395,4185,10403,12331,1902,821,15059,6818,8118,7588
4341,18974,2188,5141,582,10326,7583,17185,15262,15133,3738,19352,11343,16974,17258,14354,1428,5397,6081,11160,13661
4342,6081,19695,17940,4187,6208,11114,14521,10076,5862,5873,6262,9128,15171,5790,15756,18571,899,10107,17209,15938
4343,4476,1797,6318,16535,793,8378,1404,18612,14098,11079,5818,5744,18838,11917,11484,9685,2243,317,14759,7782
4344,12594,10076,717,15735,2962,8616,14676,9283,6522,13670,9150,15324,838,16598,17884,4781,10810,2583,4652,10293
4345,3519,5818,10590,7112,5016,18125,12656,8161,1883,17072,19537,514,4065,7894,13224,1934,11950,18046,10344,10268
4346,11079,12633,7023,7235,14965,2004,17155,1930,8244,17652,6727,4611,19338,5823,19502,14813,13712,17863,6515,14043
4347,2964,17669,14206,13940,16180,17342,229,4758,2683,11738,827,18867,812,884,14918,4580,17206,12335,5827,3717
4348,16228,7370,8099,4901,17703,11669,11428,16886,13061,6806,3401,11005,11339,6057,4816,10606,16154,18729,4440,8095
4349,9392,8979,2869,7715,246,15936,4269,15336,9874,15557,12662,18581,1499,8813,7607,1009,1425,6535,14173,8446
4350,14732,13030,8494,5485,1466,11481,7631,15808,19782,1103,1055,15721,3427,18457,11709,6568,10483,13025,3475,18511
4351,5412,18747,2934,17158,14994,9047,9463,19770,8862,15338,17188,10830,4622,19030,18869,15789,16035,4888,14661,1652
4352,15589,11762,3525,10511,16765,14395,3077,14816,10239,18971,10682,19761,13671,14211,16202,12060,8618,4853,16161,7461
4353,10967,18720,14936,6134,11095,6414,591,2297,3710,9922,8687,13512,7015,11775,12909,18006,3768,6489,16869,14078
4354,9854,10922,19127,18583,622,10212,2351,3137,8738,15900,8518,19894,11417,12363,19496,1561,4367,10427,9532,3521
4355,19627,1860,403,14935,13092,1571,2234,3343,4777,14527,3771,18890,13037,4472,15683,1879,6571,3946,10629,10032
4356,8779,19574,14317,11589,8581,12783,4973,14755,3401,14482,17469,6172,19556,8839,19164,9438,7854,5545,14703,11504
4357,2658,14033,17061,16182,1926,6308,9425,8978,18273,12305,9229,12991,17831,19100,17405,18478,15947,18750,14653,1625
4358,12040,3610,11615,1464,3132,8047,3282,16865,13296,3158,5273,16513,261,4690,1018,6333,17290,5143,9503,619
4359,15095,15807,3861,16448,6419,6595,16595,18492,7103,3679,13675,2852,15708,16097,980,19702,3830,15863,8204,1136
4360,1699,3772,7734,13446,19450,11329,7087,10415,158,5078,11438,11027,17031,15087,10416,10779,19761,8854,14906,6729
4361,12965,7103,4375,18573,7988,14520,3606,18873,2291,6949,2859,13218,10468,13556,13004,9302,4093,7113,313,1075
4362,17766,4232,7657,13744,11513,19040,5728,8303,628,2719,3995,19047,11685,4124,19920,1234,2956,8175,1338,6252
4363,16715,16461,13744,13854,7036,162,12913,13248,15438,17277,1180,9803,16281,16713,2084,194,18463,17610,19501,2662
4364,2468,5259,1027,12425,3163,3013,1210,15302,17179,7367,6093,14796,9027,18907,10043,11181,6996,10597,13616,7772
4365,367,14191,3978,7952,10632,4946,2167,17709,12459,6589,5271,4640,9378,7695,19885,2306,10558,13081,14612,11113
4366,9978,6966,17307,19118,12048,11991,19474,901,11749,6259,10949,2052,6688,12943,15712,11556,11420,11412,9519,4004
4367,6397,11842,3724,11090,6704,14944,324,8473,7932,13792,11580,5657,17899,2510,11769,19114,16558,13921,9602,19516
4368,1541,9510,10734,10140,7812,7510,16358,1059,16103,16643,14601,8279,9357,17263,7446,6438,2964,18426,5595,16762
4369,6536,7619,1161,8985,11886,12739,16172,6829,2998,6412,3306,3616,1230,866,15906,2630,6547,7982,10101,19258
4370,14120,9784,11056,5633,17329,11744,16630,3894,2241,19333,1927,9054,15967,5681,804,2309,1736,5554,3676,8740
4371,9187,9898,11848,8369,11769,6264,19805,5860,19306,16149,19282,783,16658,13471,2300,16649,18921,17527,18567,17912
4372,2380,6803,11719,15900,7741,10379,13067,9889,2218,1205,11103,8157,10010,4180,13087,4035,3407,19836,8268,6040
4373,6887,6857,11801,8554,5133,13706,11883,8882,15222,7196,7063,19419,12883,9873,5854,12098,2753,2002,17671,6871
4374,13962,4047,18401,11622,18380,12025,15940,14691,7015,11001,1558,804,16524,14078,15229,541,6651,9401,15932,13312
4375,10731,1347,2559,12640,2398,18489,2512,14370,19942,17765,5115,19314,11799,9956,11105,7295,2428,16026,17792,4414
4376,5580,14669,7941,19453,4013,2466,19225,1099,19537,1383,6418,1306,19132,14515,3749,1951,18323,2717,4186,17769
4377,1465,12262,19986,18956,19998,19907,14567,3833,10408,11780,3358,14228,6111,15408,9017,8307,12692,12829,19201,11566
4378,1073,2931,7850,17820,14767,9438,3603,3456,15143,15692,15096,1828,6317,2604,14930,11463,13185,2524,14851,13351
4379,16682,5102,1910,7132,13601,7047,16507,11160,19670,5989,4516,9925,2453,7245,10319,11080,17239,16781,5289,4442
4380,12806,3465,8399,7590,4295,13347,4079,11158,3917,17384,15791,6208,3936,540,8652,14280,4541,1948,8682,14382
4381,1544,13166,13399,10908,2833,6423,7166,13557,5924,17406,7188,11455,4476,13428,9858,18933,17955,17140,7558,4915
4382,15222,1719,13440,19338,15169,10935,6169,18764,16393,16170,1573,18532,3285,3789,12793,11901,16589,15569,19411,12364
4383,821,19270,190,13846,5957,6975,8512,10370,5378,13505,16765,2726,1966,6352,13027,16318,14452,4960,3639,2125
4384,10286,14433,7968,17272,10811,12579,4206,10288,2256,11409,1471,1799,17543,15012,5825,15921,18021,4847,7864,12609
4385,1635,8498,3541,9512,11003,15287,14543,7305,10534,8509,3847,2095,6252,11627,4724,10287,6692,8427,18625,15917
4386,4996,18683,6766,18238,11843,4376,7963,9729,14865,16012,17140,11423,3119,6581,11894,1102,6854,2520,11633,12458
4387,2295,18367,16831,9308,15705,13027,5854,11059,2643,5005,7761,8225,18827,9179,11523,1564,541,691,14285,1963
4388,18580,13039,11288,1930,17277,9646,14891,15066,1190,7742,6404,14550,9042,10794,18565,10182,12880,8126,12615,19993
4389,18659,6285,17886,12849,17013,6188,19323,7707,16763,16768,2083,9621,19626,14750,14491,12495,7400,4215,1706,3108
4390,16322,8248,15308,2728,6394,2196,1151,7322,15670,3394,13869,13058,5162,16246,17422,14645,17811,5284,8399,8887
4391,19294,17863,6169,1104,1521,13740,19156,12454,10629,3948,18187,7029,10694,3980,14288,5243,8368,9487,19125,1907
4392,16142,2186,6928,9603,17402,19227,19490,19408,16814,4556,11313,6677,435,8618,9766,1767,16710,15725,12168,4337
4393,13902,6075,13663,4111,19396,14552,2210,932,16010,17893,5220,896,2912,8821,5881,11290,13134,13532,14661,3682
4394,2353,946,5228,7250,1457,3345,15335,7780,3770,8276,9869,9197,14483,19334,5451,3951,7786,2823,16337,16799
4395,18786,16740,7558,3588,13946,14724,15469,16565,12282,16801,5026,16611,17897,571,8700,9538,8458,381,5732,5455
4396,1486,12769,4887,11355,13348,547,2551,2052,8232,6089,3958,1443,7645,15245,8714,19750,5847,357,5416,6119
4397,1560,15689,10267,11153,6933,10485,19034,9033,6038,2637,18701,336,9378,4455,15231,11597,5999,14755,8942,1451
4398,605,8367,247,17277,6825,749,16673,6079,12644,14173,932,11358,1567,3126,16071,10341,18702,4231,10789,16675
4399,5409,15728,17273,3163,7845,3684,2610,17674,2266,15144,1381,2875,17301,1754,4829,1453,4204,3175,9788,10072
4400,5340,10507,17029,17283,14840,15888,16837,3267,11382,4804,12898,9751,14244,7936,6532,14257,10277,15255,1833,1033
4401,10053,7111,9951,11761,17076,10559,19231,11922,1300,11548,3657,5148,14698,423,14091,7748,14315,18142,19321,11733
4402,10665,9330,5973,8815,2687,8685,10294,12478,12144,13174,17351,18916,11292,18495,12915,8733,5120,16554,3321,3299
